dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,starnn_slice,0.25,3,-1.0891417249214275,1361.849854940346,1912.8178479901212,1.0154505232690334,2019.3312959022455,0.8729923795405315,19.769787667,68.88540625115384,NaN,48000
