dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,starnn_mh,0.05,5,-1.4190615935939144,44.44454338253033,71.93769559118263,2.2613824305213526,1.4269534993528559,1.8753373097756123,0.9925,1993.5390188346664,0.42890293162115406,13.638189542,3.25883015818628,0.17812938596491226,32000
