dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,medpois,0.05,2,-0.8094448070001058,1691.1705229619388,1768.754984439925,1.0943719057621462,1.0027187431302163,1.0409092580384032,0.0175,138.6808395481488,0.790881897405581,30.09352025,56.19716500139058,NaN,32000
