dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,medpois,0.25,9,-0.8676117698140163,2143.5187169185465,4238.44676108555,1.0134113200111368,796.9618589267869,0.794007854238838,52.327585458,40.96345547300308,NaN,48000
