dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,poisson,1.0,6,-1.0766181645390158,105430.15675174215,144131.7485110741,1.0002274603434986,1.0000206467228978,1.0001164481027782,0.0,16420.133546544028,0.8000130192899904,22.149965957,4759.833805452117,NaN,384000
