dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,starnn_slice_sqrt,0.01,9,-0.9189915705741487,1206.9541814460035,2501.6686347556724,1.042126576736177,1.0038939059642407,1.01433724935756,0.0,2245.6334788514173,0.6415611341256233,400.136672225,3.0163548238021125,NaN,384000
