dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,starnn_mh_sqrt,0.1,5,-1.1671177098622343,715.0179519819899,690.4195465729201,1.8241511451947345,1.0933550279408197,1.5635075827973404,0.66,699.9932682365443,0.7028122749728652,238.906861563,2.9928732364743693,0.25091922514619897,384000
