dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,starnn_slice,0.05,9,-1.1015640545173389,1570.7315788155352,2751.84675336659,1.0112344718728026,1.0021663105389695,1.0069480460537257,0.0,2605.0182478237107,0.8215331177478431,378.96405688,4.144803577804509,NaN,384000
