dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,poisson,1.0,4,-0.945690059094589,13369.316803502457,18507.82253374582,1.0021784587616573,3532.2996619769337,0.7855331933873307,3.8586715,3464.746041092759,NaN,48000
