dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,poisson,0.5,4,-1.4945457638091952,1693.0666796441383,3296.601025893022,1.0104228480505681,1590.6191327391284,0.9007081603717317,2.904711208,582.8691936675787,NaN,16000
