dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,poisson,0.1,6,-0.9457956495107561,6130.08912324336,9598.726588770674,1.0219148711889,1.0005018979309137,1.0069695670510401,0.0,453.3439544062186,0.769747606711606,3.244350792,1889.4655714662804,NaN,32000
