dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,starnn_mh_sqrt,0.25,10,-0.9283820134200131,2371.8029610631465,2637.509503931695,1.9006674423944159,1.0347482133373576,1.451421187671841,0.3925,584.6711177653415,0.858685779705267,304.398267313,7.791775498591523,0.5533640350877199,384000
