dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,poisson,0.25,1,-0.9988742662194988,108693.18624903946,128637.87684358063,1.0004706504232515,1.000021338917111,1.0001500948758622,0.0,31233.141952573485,0.8074294380066477,27.042584097,4019.334315802219,NaN,384000
