dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseHi,medpois,0.05,3,-1.3629649090976237,1709.3965063380538,1760.6915641106089,1.05133001379956,236.05745729114258,0.7811142489928486,794.270275875,2.152159734864702,NaN,32000
