dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,starnn_slice,0.05,1,-1.1467299054748734,98.6251307921924,162.72900973010474,1.6685524963014113,1.0927313207080656,1.4455398646952125,0.7075,67.12152435577542,0.753848392434583,15.740417125,6.26572536223003,NaN,32000
