dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,medpois,0.05,8,-1.0990626911256662,36868.539239142396,32166.296446073986,1.0025984223358424,1.0001508370882186,1.0014280452328606,0.0,2753.316504232606,0.8170671018530068,373.577721283,98.69041203132402,NaN,384000
