dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,starnn_slice,0.01,8,-2.1912736316661694,127.30337975101989,270.94270449093864,1.158552059348129,266.5773000617445,0.5476188653995497,24.5912555,5.176774311137546,NaN,48000
