dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,starnn_mh,0.5,6,-1.5412815211620878,2960.7442949243423,3942.684954872043,1.0549003871998555,1706.4143289873273,0.7814338627012295,26.26048275,112.74523485004639,0.7415570175438597,48000
