dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,poisson,0.05,2,-0.8726838135136802,3252.2586119288694,7400.803888020894,1.0768913593255431,1.0017704274251007,1.0213292156933707,0.005,228.18175772079496,0.7916055438136089,3.328871375,976.9853639745602,NaN,32000
