dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,medpois,0.25,4,-1.4942681029262705,1767.8672767397152,4178.7224323188,1.0261475088581724,713.7360550549273,0.7647515340915646,77.258092625,22.882616133441143,NaN,48000
