dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,rhat_med,rhat_q95,rhat_frac_bad,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparsePois,starnn_slice_sqrt,0.01,2,-0.9771953361031653,1248.323349659754,2653.2382433651974,1.0269797771740712,1.003322018810509,1.0136122295416106,0.0,1469.4662338055266,0.7700009294053238,315.496921726,3.9566894752269155,NaN,384000
