dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,starnn_mh,0.5,3,-1.109683289340672,2879.959405109577,4216.348272252697,1.007940386968608,2960.759964175491,0.7759991607472653,18.477747625,155.86095575918858,0.7425548245614036,48000
