K,D,maskSeed,chainSeed,inforate
7.0,2.0,104.0,101.0,-3.600517347443116
7.0,2.0,104.0,102.0,-3.5971495034406944
7.0,2.0,104.0,103.0,-3.5997030931744116
7.0,2.0,104.0,104.0,-3.597596204977631
7.0,2.0,105.0,101.0,-3.5677960813676397
7.0,2.0,105.0,102.0,-3.5682596240221454
7.0,2.0,105.0,103.0,-3.569562619128014
7.0,2.0,105.0,104.0,-3.569391380782093
7.0,3.0,101.0,101.0,-3.5799805911815272
7.0,3.0,101.0,102.0,-3.5783233628761537
7.0,3.0,101.0,103.0,-3.5838708895336833
7.0,3.0,101.0,104.0,-3.581799062942101
7.0,3.0,102.0,101.0,-3.6188261390753906
7.0,3.0,102.0,102.0,-3.6210326179970482
7.0,3.0,102.0,103.0,-3.6166352693694876
7.0,3.0,102.0,104.0,-3.619951054601905
7.0,3.0,103.0,101.0,-3.5900538548981675
7.0,3.0,103.0,102.0,-3.5966298256865636
7.0,3.0,103.0,103.0,-3.614058136737308
7.0,3.0,103.0,104.0,-3.5919187448784307
7.0,3.0,104.0,101.0,-3.5909905561455537
7.0,3.0,104.0,102.0,-3.592413631528219
7.0,3.0,104.0,103.0,-3.5883896945938334
7.0,3.0,104.0,104.0,-3.5950534836196133
7.0,3.0,105.0,101.0,-3.5564243831708846
7.0,3.0,105.0,102.0,-3.561018322809239
7.0,3.0,105.0,103.0,-3.558840986231327
7.0,3.0,105.0,104.0,-3.555762069534239
8.0,1.0,101.0,101.0,-3.6527508425565873
8.0,1.0,101.0,102.0,-3.6534836248618583
8.0,1.0,101.0,103.0,-3.653042676637587
8.0,1.0,101.0,104.0,-3.6531916427759152
8.0,1.0,102.0,101.0,-3.6783209899229314
8.0,1.0,102.0,102.0,-3.678189110951675
8.0,1.0,102.0,104.0,-3.6781990277712127
8.0,1.0,103.0,101.0,-3.6625057548924334
8.0,1.0,103.0,102.0,-3.6593118575624555
8.0,1.0,103.0,103.0,-3.6597317800347744
8.0,1.0,103.0,104.0,-3.659689708311829
8.0,1.0,104.0,101.0,-3.659299748952188
8.0,1.0,104.0,102.0,-3.659161934751594
8.0,1.0,104.0,103.0,-3.65943547999077
8.0,1.0,104.0,104.0,-3.6598850697670686
8.0,1.0,105.0,101.0,-3.639503605309907
8.0,1.0,105.0,102.0,-3.6390603265211032
8.0,1.0,105.0,103.0,-3.6394255552943147
8.0,1.0,105.0,104.0,-3.6397846849257567
8.0,2.0,101.0,101.0,-3.586137212063011
8.0,2.0,101.0,102.0,-3.5860413622211427
8.0,2.0,101.0,103.0,-3.5868375150953593
8.0,2.0,101.0,104.0,-3.587711362060367
8.0,2.0,102.0,101.0,-3.6182306349478344
8.0,2.0,102.0,102.0,-3.6173192005737116
8.0,2.0,102.0,103.0,-3.619175248620238
8.0,2.0,102.0,104.0,-3.6172061468192482
8.0,2.0,103.0,101.0,-3.6033382651918293
8.0,2.0,103.0,102.0,-3.6037579600338
8.0,2.0,103.0,103.0,-3.597375803173324
8.0,2.0,103.0,104.0,-3.5960374637572454
8.0,2.0,104.0,101.0,-3.5959967967346653
8.0,2.0,104.0,102.0,-3.597135007096274
8.0,2.0,104.0,103.0,-3.595760587138694
8.0,2.0,104.0,104.0,-3.5956920812503044
8.0,2.0,105.0,101.0,-3.566781663084805
8.0,2.0,105.0,102.0,-3.567692205728219
8.0,2.0,105.0,103.0,-3.566258784432613
8.0,2.0,105.0,104.0,-3.5672413204898823
8.0,3.0,101.0,101.0,-3.577290384990395
8.0,3.0,101.0,102.0,-3.5751222948164303
8.0,3.0,101.0,103.0,-3.5760333848622072
8.0,3.0,101.0,104.0,-3.577394135079554
8.0,3.0,102.0,101.0,-3.611512838073937
8.0,3.0,102.0,102.0,-3.6210346886035105
8.0,3.0,102.0,103.0,-3.6118132597427306
8.0,3.0,102.0,104.0,-3.6141173407917306
8.0,3.0,103.0,101.0,-3.5893643233112282
8.0,3.0,103.0,102.0,-3.5872273425071524
8.0,3.0,103.0,103.0,-3.5864354089929744
8.0,3.0,103.0,104.0,-3.605368740223706
8.0,3.0,104.0,101.0,-3.5883014496966172
8.0,3.0,104.0,102.0,-3.5869265787126188
8.0,3.0,104.0,103.0,-3.591159958402586
8.0,3.0,104.0,104.0,-3.5908619355563807
8.0,3.0,105.0,101.0,-3.5532041205964084
8.0,3.0,105.0,102.0,-3.556092651544552
8.0,3.0,105.0,103.0,-3.5536771732977352
8.0,3.0,105.0,104.0,-3.556285098948491
9.0,1.0,101.0,101.0,-3.6527382729370648
9.0,1.0,101.0,102.0,-3.653234756088359
9.0,1.0,101.0,103.0,-3.6533251515635987
9.0,1.0,101.0,104.0,-3.652952075763986
9.0,1.0,102.0,101.0,-3.677810150317706
9.0,1.0,102.0,102.0,-3.6783497776035103
9.0,1.0,102.0,103.0,-3.678008855366776
9.0,1.0,102.0,104.0,-3.677758933342279
9.0,1.0,103.0,101.0,-3.658981273735683
9.0,1.0,103.0,102.0,-3.6591476076570846
9.0,1.0,103.0,103.0,-3.659214817541585
9.0,1.0,103.0,104.0,-3.6587294471737053
9.0,1.0,104.0,101.0,-3.659053472403486
9.0,1.0,104.0,102.0,-3.659627393122497
9.0,1.0,104.0,103.0,-3.6599039716042157
9.0,1.0,104.0,104.0,-3.6589240456305103
9.0,1.0,105.0,101.0,-3.639290232893946
9.0,1.0,105.0,102.0,-3.6397483211238475
9.0,1.0,105.0,103.0,-3.6392633759218485
9.0,1.0,105.0,104.0,-3.6391784598157537
9.0,2.0,101.0,102.0,-3.5857764462394592
9.0,2.0,101.0,103.0,-3.5856402446004196
9.0,2.0,101.0,104.0,-3.5886688764752783
9.0,2.0,102.0,101.0,-3.616825245530192
9.0,2.0,102.0,102.0,-3.6168526740323683
9.0,2.0,102.0,103.0,-3.6162547851398177
9.0,2.0,102.0,104.0,-3.6163952906338976
9.0,2.0,103.0,101.0,-3.5945036620390285
9.0,2.0,103.0,102.0,-3.598673762443196
9.0,2.0,103.0,103.0,-3.5937996635619376
9.0,2.0,103.0,104.0,-3.601070010889629
9.0,2.0,104.0,101.0,-3.5949869316796947
9.0,2.0,104.0,102.0,-3.5954440631365356
9.0,2.0,104.0,103.0,-3.5942539703061
9.0,2.0,104.0,104.0,-3.594453175817492
9.0,2.0,105.0,101.0,-3.5667589272838023
9.0,2.0,105.0,102.0,-3.5664250871116745
9.0,2.0,105.0,103.0,-3.567368581682859
9.0,2.0,105.0,104.0,-3.566859284986931
9.0,3.0,101.0,101.0,-3.573705839696264
9.0,3.0,101.0,102.0,-3.573339737447411
9.0,3.0,101.0,103.0,-3.5743904651239844
9.0,3.0,101.0,104.0,-3.574854724483434
9.0,3.0,102.0,101.0,-3.6118764321878793
9.0,3.0,102.0,102.0,-3.610292897832446
9.0,3.0,102.0,103.0,-3.614628856081646
9.0,3.0,102.0,104.0,-3.613664250705446
9.0,3.0,103.0,101.0,-3.6025074705524887
9.0,3.0,103.0,102.0,-3.6066406393209802
9.0,3.0,103.0,103.0,-3.587377643557938
9.0,3.0,104.0,101.0,-3.586172234789695
9.0,3.0,104.0,102.0,-3.586792477686352
9.0,3.0,104.0,103.0,-3.5859993703840893
9.0,3.0,104.0,104.0,-3.5858639712864036
9.0,3.0,105.0,101.0,-3.5532709986531126
9.0,3.0,105.0,102.0,-3.5526002080192107
9.0,3.0,105.0,103.0,-3.5523401284899374
9.0,3.0,105.0,104.0,-3.5513615721345553
9.0,4.0,101.0,101.0,-3.5796523466962227
9.0,4.0,101.0,102.0,-3.5808791207015256
9.0,4.0,101.0,103.0,-3.5775566868762305
9.0,4.0,101.0,104.0,-3.578893201936291
9.0,4.0,102.0,101.0,-3.625174949044361
9.0,4.0,102.0,102.0,-3.6275434305649377
9.0,4.0,102.0,103.0,-3.617938481155118
9.0,4.0,102.0,104.0,-3.618131545712878
9.0,4.0,103.0,101.0,-3.605333527907095
9.0,4.0,103.0,102.0,-3.596217096200572
9.0,4.0,103.0,103.0,-3.597660993603111
9.0,4.0,103.0,104.0,-3.6163526158863757
9.0,4.0,104.0,101.0,-3.5940625699760504
9.0,4.0,104.0,102.0,-3.5919713016441186
9.0,4.0,104.0,103.0,-3.597055654958611
9.0,4.0,104.0,104.0,-3.5929511001665406
9.0,4.0,105.0,101.0,-3.55380331075372
9.0,4.0,105.0,102.0,-3.5543176718201615
9.0,4.0,105.0,103.0,-3.5567396419940054
9.0,4.0,105.0,104.0,-3.556957465533953
