originnum,destnum,origin,destination,cluster,originlon,originlat,destlon,destlat
55,5,MIA,BDL,4,-80.29060363769531,25.79319953918457,-72.688066,41.93851
55,12,MIA,BOS,2,-80.29060363769531,25.79319953918457,-71.0079,42.36197
55,15,MIA,BWI,4,-80.29060363769531,25.79319953918457,-76.668297,39.1754
55,19,MIA,CLE,4,-80.29060363769531,25.79319953918457,-81.8498,41.411701
55,23,MIA,CVG,2,-80.29060363769531,25.79319953918457,-84.667801,39.048801
55,25,MIA,DEN,3,-80.29060363769531,25.79319953918457,-104.672996521,39.861698150635
55,28,MIA,DTW,2,-80.29060363769531,25.79319953918457,-83.353786,42.21377
55,30,MIA,EWR,4,-80.29060363769531,25.79319953918457,-74.168701,40.692501
55,47,MIA,LAS,3,-80.29060363769531,25.79319953918457,-115.151817,36.083361
55,49,MIA,LGA,4,-80.29060363769531,25.79319953918457,-73.872597,40.777199
55,65,MIA,ORD,2,-80.29060363769531,25.79319953918457,-87.9048,41.9786
55,67,MIA,PBI,4,-80.29060363769531,25.79319953918457,-80.095596,26.683201
55,69,MIA,PHL,4,-80.29060363769531,25.79319953918457,-75.241096,39.871899
55,76,MIA,RDU,2,-80.29060363769531,25.79319953918457,-78.787498,35.877602
55,86,MIA,SJU,4,-80.29060363769531,25.79319953918457,-66.001801,18.4394
55,94,MIA,TTN,4,-80.29060363769531,25.79319953918457,-74.813499,40.276699
56,25,MKE,DEN,2,-87.896599,42.947201,-104.672996521,39.861698150635
56,47,MKE,LAS,2,-87.896599,42.947201,-115.151817,36.083361
56,52,MKE,MCO,4,-87.896599,42.947201,-81.30899810791016,28.429399490356445
56,70,MKE,PHX,2,-87.896599,42.947201,-112.005905,33.435302
56,78,MKE,RSW,4,-87.896599,42.947201,-81.75520324707031,26.53619956970215
56,93,MKE,TPA,4,-87.896599,42.947201,-82.533203,27.9755
57,25,MSN,DEN,1,-89.337502,43.1399,-104.672996521,39.861698150635
57,47,MSN,LAS,1,-89.337502,43.1399,-115.151817,36.083361
57,52,MSN,MCO,2,-89.337502,43.1399,-81.30899810791016,28.429399490356445
57,56,MSN,MKE,4,-89.337502,43.1399,-87.896599,42.947201
57,70,MSN,PHX,1,-89.337502,43.1399,-112.005905,33.435302
58,25,MSO,DEN,2,-114.0910034,46.91630173,-104.672996521,39.861698150635
59,25,MSP,DEN,4,-93.221741,44.880081,-104.672996521,39.861698150635
59,31,MSP,FAR,4,-93.221741,44.880081,-96.81580352783203,46.92070007324219
59,36,MSP,GRB,4,-93.221741,44.880081,-88.130805,44.483459
59,52,MSP,MCO,4,-93.221741,44.880081,-81.30899810791016,28.429399490356445
59,78,MSP,RSW,4,-93.221741,44.880081,-81.75520324707031,26.53619956970215
59,93,MSP,TPA,4,-93.221741,44.880081,-82.533203,27.9755
60,4,MSY,AUS,3,-90.258003,29.993401,-97.662015,30.197535
60,23,MSY,CVG,2,-90.258003,29.993401,-84.667801,39.048801
60,25,MSY,DEN,3,-90.258003,29.993401,-104.672996521,39.861698150635
60,52,MSY,MCO,2,-90.258003,29.993401,-81.30899810791016,28.429399490356445
60,69,MSY,PHL,4,-90.258003,29.993401,-75.241096,39.871899
60,72,MSY,PNS,4,-90.258003,29.993401,-87.1866,30.4734
61,25,MYR,DEN,3,-78.928299,33.679699,-104.672996521,39.861698150635
61,45,MYR,ISP,3,-78.928299,33.679699,-73.10019684,40.79520035
61,94,MYR,TTN,2,-78.928299,33.679699,-74.813499,40.276699
62,25,OKC,DEN,2,-97.598248,35.393388,-104.672996521,39.861698150635
62,50,OKC,LIT,2,-97.598248,35.393388,-92.223728,34.729582
62,52,OKC,MCO,4,-97.598248,35.393388,-81.30899810791016,28.429399490356445
63,25,OMA,DEN,2,-95.894096,41.3032,-104.672996521,39.861698150635
63,47,OMA,LAS,3,-95.894096,41.3032,-115.151817,36.083361
63,52,OMA,MCO,4,-95.894096,41.3032,-81.30899810791016,28.429399490356445
63,78,OMA,RSW,4,-95.894096,41.3032,-81.75520324707031,26.53619956970215
64,4,ONT,AUS,4,-117.600998,34.056,-97.662015,30.197535
64,25,ONT,DEN,4,-117.600998,34.056,-104.672996521,39.861698150635
64,52,ONT,MCO,4,-117.600998,34.056,-81.30899810791016,28.429399490356445
65,11,ORD,BNA,3,-87.9048,41.9786,-86.6782,36.1245
65,25,ORD,DEN,2,-87.9048,41.9786,-104.672996521,39.861698150635
65,47,ORD,LAS,2,-87.9048,41.9786,-115.151817,36.083361
65,52,ORD,MCO,4,-87.9048,41.9786,-81.30899810791016,28.429399490356445
65,55,ORD,MIA,4,-87.9048,41.9786,-80.29060363769531,25.79319953918457
65,70,ORD,PHX,3,-87.9048,41.9786,-112.005905,33.435302
65,78,ORD,RSW,4,-87.9048,41.9786,-81.75520324707031,26.53619956970215
65,86,ORD,SJU,2,-87.9048,41.9786,-66.001801,18.4394
65,93,ORD,TPA,4,-87.9048,41.9786,-82.533203,27.9755
66,25,ORF,DEN,1,-76.201,36.895341,-104.672996521,39.861698150635
66,47,ORF,LAS,1,-76.201,36.895341,-115.151817,36.083361
66,52,ORF,MCO,2,-76.201,36.895341,-81.30899810791016,28.429399490356445
66,76,ORF,RDU,4,-76.201,36.895341,-78.787498,35.877602
67,19,PBI,CLE,4,-80.095596,26.683201,-81.8498,41.411701
67,30,PBI,EWR,4,-80.095596,26.683201,-74.168701,40.692501
67,45,PBI,ISP,4,-80.095596,26.683201,-73.10019684,40.79520035
67,69,PBI,PHL,4,-80.095596,26.683201,-75.241096,39.871899
67,94,PBI,TTN,4,-80.095596,26.683201,-74.813499,40.276699
68,25,PDX,DEN,4,-122.598,45.588699,-104.672996521,39.861698150635
68,47,PDX,LAS,2,-122.598,45.588699,-115.151817,36.083361
69,3,PHL,ATL,4,-75.241096,39.871899,-84.428101,33.6367
69,11,PHL,BNA,2,-75.241096,39.871899,-86.6782,36.1245
69,17,PHL,CHS,4,-75.241096,39.871899,-80.040497,32.898602
69,20,PHL,CLT,2,-75.241096,39.871899,-80.94309997558594,35.2140007019043
69,25,PHL,DEN,3,-75.241096,39.871899,-104.672996521,39.861698150635
69,26,PHL,DFW,1,-75.241096,39.871899,-97.038002,32.896801
69,46,PHL,JAX,4,-75.241096,39.871899,-81.687813,30.492469
69,47,PHL,LAS,1,-75.241096,39.871899,-115.151817,36.083361
69,52,PHL,MCO,4,-75.241096,39.871899,-81.30899810791016,28.429399490356445
69,55,PHL,MIA,4,-75.241096,39.871899,-80.29060363769531,25.79319953918457
69,60,PHL,MSY,1,-75.241096,39.871899,-90.258003,29.993401
69,67,PHL,PBI,2,-75.241096,39.871899,-80.095596,26.683201
69,71,PHL,PIT,4,-75.241096,39.871899,-80.232903,40.491501
69,75,PHL,PWM,4,-75.241096,39.871899,-70.309303,43.646198
69,78,PHL,RSW,2,-75.241096,39.871899,-81.75520324707031,26.53619956970215
69,81,PHL,SAV,4,-75.241096,39.871899,-81.202103,32.127602
69,86,PHL,SJU,3,-75.241096,39.871899,-66.001801,18.4394
69,90,PHL,SRQ,3,-75.241096,39.871899,-82.554359,27.394631
69,93,PHL,TPA,2,-75.241096,39.871899,-82.533203,27.9755
70,19,PHX,CLE,4,-112.005905,33.435302,-81.8498,41.411701
70,22,PHX,COS,4,-112.005905,33.435302,-104.700996,38.805801
70,23,PHX,CVG,4,-112.005905,33.435302,-84.667801,39.048801
70,25,PHX,DEN,4,-112.005905,33.435302,-104.672996521,39.861698150635
70,27,PHX,DSM,4,-112.005905,33.435302,-93.663101,41.534
70,28,PHX,DTW,4,-112.005905,33.435302,-83.353786,42.21377
70,30,PHX,EWR,4,-112.005905,33.435302,-74.168701,40.692501
70,31,PHX,FAR,2,-112.005905,33.435302,-96.81580352783203,46.92070007324219
70,37,PHX,GRR,4,-112.005905,33.435302,-85.52279663,42.88079834
70,47,PHX,LAS,4,-112.005905,33.435302,-115.151817,36.083361
70,48,PHX,LAX,4,-112.005905,33.435302,-118.407997,33.942501
70,56,PHX,MKE,4,-112.005905,33.435302,-87.896599,42.947201
70,57,PHX,MSN,4,-112.005905,33.435302,-89.337502,43.1399
70,65,PHX,ORD,4,-112.005905,33.435302,-87.9048,41.9786
70,79,PHX,SAN,4,-112.005905,33.435302,-117.190002441,32.7336006165
70,87,PHX,SLC,2,-112.005905,33.435302,-111.979866,40.78886
71,25,PIT,DEN,3,-80.232903,40.491501,-104.672996521,39.861698150635
71,52,PIT,MCO,2,-80.232903,40.491501,-81.30899810791016,28.429399490356445
72,25,PNS,DEN,2,-87.1866,30.4734,-104.672996521,39.861698150635
73,25,PSP,DEN,4,-116.507004,33.8297,-104.672996521,39.861698150635
74,52,PVD,MCO,4,-71.425668,41.725038,-81.30899810791016,28.429399490356445
74,78,PVD,RSW,2,-71.425668,41.725038,-81.75520324707031,26.53619956970215
74,93,PVD,TPA,2,-71.425668,41.725038,-82.533203,27.9755
75,52,PWM,MCO,3,-70.309303,43.646198,-81.30899810791016,28.429399490356445
75,69,PWM,PHL,4,-70.309303,43.646198,-75.241096,39.871899
75,78,PWM,RSW,3,-70.309303,43.646198,-81.75520324707031,26.53619956970215
75,93,PWM,TPA,1,-70.309303,43.646198,-82.533203,27.9755
76,3,RDU,ATL,1,-78.787498,35.877602,-84.428101,33.6367
76,12,RDU,BOS,4,-78.787498,35.877602,-71.0079,42.36197
76,25,RDU,DEN,1,-78.787498,35.877602,-104.672996521,39.861698150635
76,47,RDU,LAS,1,-78.787498,35.877602,-115.151817,36.083361
76,52,RDU,MCO,2,-78.787498,35.877602,-81.30899810791016,28.429399490356445
76,55,RDU,MIA,2,-78.787498,35.877602,-80.29060363769531,25.79319953918457
76,86,RDU,SJU,3,-78.787498,35.877602,-66.001801,18.4394
76,94,RDU,TTN,4,-78.787498,35.877602,-74.813499,40.276699
77,25,RNO,DEN,5,-119.767998,39.4991,-104.672996521,39.861698150635
77,47,RNO,LAS,4,-119.767998,39.4991,-115.151817,36.083361
78,2,RSW,ALB,4,-81.75520324707031,26.53619956970215,-73.80169677734375,42.74829864501953
78,14,RSW,BUF,4,-81.75520324707031,26.53619956970215,-78.732201,42.940498
78,19,RSW,CLE,4,-81.75520324707031,26.53619956970215,-81.8498,41.411701
78,23,RSW,CVG,4,-81.75520324707031,26.53619956970215,-84.667801,39.048801
78,25,RSW,DEN,3,-81.75520324707031,26.53619956970215,-104.672996521,39.861698150635
78,28,RSW,DTW,2,-81.75520324707031,26.53619956970215,-83.353786,42.21377
78,37,RSW,GRR,4,-81.75520324707031,26.53619956970215,-85.52279663,42.88079834
78,44,RSW,IND,2,-81.75520324707031,26.53619956970215,-86.294403,39.7173
78,45,RSW,ISP,4,-81.75520324707031,26.53619956970215,-73.10019684,40.79520035
78,56,RSW,MKE,4,-81.75520324707031,26.53619956970215,-87.896599,42.947201
78,59,RSW,MSP,3,-81.75520324707031,26.53619956970215,-93.221741,44.880081
78,63,RSW,OMA,3,-81.75520324707031,26.53619956970215,-95.894096,41.3032
78,65,RSW,ORD,2,-81.75520324707031,26.53619956970215,-87.9048,41.9786
78,69,RSW,PHL,4,-81.75520324707031,26.53619956970215,-75.241096,39.871899
78,74,RSW,PVD,4,-81.75520324707031,26.53619956970215,-71.425668,41.725038
78,75,RSW,PWM,4,-81.75520324707031,26.53619956970215,-70.309303,43.646198
78,92,RSW,SYR,4,-81.75520324707031,26.53619956970215,-76.1063003540039,43.11119842529297
78,94,RSW,TTN,4,-81.75520324707031,26.53619956970215,-74.813499,40.276699
79,4,SAN,AUS,4,-117.190002441,32.7336006165,-97.662015,30.197535
79,25,SAN,DEN,4,-117.190002441,32.7336006165,-104.672996521,39.861698150635
79,47,SAN,LAS,3,-117.190002441,32.7336006165,-115.151817,36.083361
79,52,SAN,MCO,4,-117.190002441,32.7336006165,-81.30899810791016,28.429399490356445
79,70,SAN,PHX,4,-117.190002441,32.7336006165,-112.005905,33.435302
80,25,SAT,DEN,3,-98.469803,29.533701,-104.672996521,39.861698150635
80,47,SAT,LAS,3,-98.469803,29.533701,-115.151817,36.083361
80,52,SAT,MCO,4,-98.469803,29.533701,-81.30899810791016,28.429399490356445
81,69,SAV,PHL,3,-81.202103,32.127602,-75.241096,39.871899
82,25,SDF,DEN,3,-85.736,38.1744,-104.672996521,39.861698150635
82,52,SDF,MCO,2,-85.736,38.1744,-81.30899810791016,28.429399490356445
83,25,SEA,DEN,4,-122.310276,47.447943,-104.672996521,39.861698150635
83,35,SEA,GEG,2,-122.310276,47.447943,-117.533997,47.6199
83,47,SEA,LAS,4,-122.310276,47.447943,-115.151817,36.083361
84,3,SFO,ATL,4,-122.374821,37.619806,-84.428101,33.6367
84,4,SFO,AUS,4,-122.374821,37.619806,-97.662015,30.197535
84,25,SFO,DEN,4,-122.374821,37.619806,-104.672996521,39.861698150635
84,47,SFO,LAS,2,-122.374821,37.619806,-115.151817,36.083361
85,25,SJC,DEN,2,-121.929188,37.362452,-104.672996521,39.861698150635
85,47,SJC,LAS,4,-121.929188,37.362452,-115.151817,36.083361
86,3,SJU,ATL,2,-66.001801,18.4394,-84.428101,33.6367
86,30,SJU,EWR,1,-66.001801,18.4394,-74.168701,40.692501
86,52,SJU,MCO,4,-66.001801,18.4394,-81.30899810791016,28.429399490356445
86,55,SJU,MIA,4,-66.001801,18.4394,-80.29060363769531,25.79319953918457
86,65,SJU,ORD,2,-66.001801,18.4394,-87.9048,41.9786
86,69,SJU,PHL,1,-66.001801,18.4394,-75.241096,39.871899
86,76,SJU,RDU,3,-66.001801,18.4394,-78.787498,35.877602
86,93,SJU,TPA,4,-66.001801,18.4394,-82.533203,27.9755
87,3,SLC,ATL,4,-111.979866,40.78886,-84.428101,33.6367
87,4,SLC,AUS,4,-111.979866,40.78886,-97.662015,30.197535
87,25,SLC,DEN,4,-111.979866,40.78886,-104.672996521,39.861698150635
87,47,SLC,LAS,4,-111.979866,40.78886,-115.151817,36.083361
87,70,SLC,PHX,4,-111.979866,40.78886,-112.005905,33.435302
88,25,SMF,DEN,4,-121.591003,38.6954,-104.672996521,39.861698150635
88,47,SMF,LAS,4,-121.591003,38.6954,-115.151817,36.083361
89,25,SNA,DEN,4,-117.867996,33.675701,-104.672996521,39.861698150635
89,47,SNA,LAS,4,-117.867996,33.675701,-115.151817,36.083361
90,19,SRQ,CLE,2,-82.554359,27.394631,-81.8498,41.411701
90,23,SRQ,CVG,2,-82.554359,27.394631,-84.667801,39.048801
90,52,SRQ,MCO,2,-82.554359,27.394631,-81.30899810791016,28.429399490356445
90,65,SRQ,ORD,3,-82.554359,27.394631,-87.9048,41.9786
90,69,SRQ,PHL,2,-82.554359,27.394631,-75.241096,39.871899
90,94,SRQ,TTN,2,-82.554359,27.394631,-74.813499,40.276699
91,25,STL,DEN,3,-90.370003,38.748697,-104.672996521,39.861698150635
91,47,STL,LAS,3,-90.370003,38.748697,-115.151817,36.083361
91,52,STL,MCO,4,-90.370003,38.748697,-81.30899810791016,28.429399490356445
92,2,SYR,ALB,4,-76.1063003540039,43.11119842529297,-73.80169677734375,42.74829864501953
92,25,SYR,DEN,5,-76.1063003540039,43.11119842529297,-104.672996521,39.861698150635
92,52,SYR,MCO,3,-76.1063003540039,43.11119842529297,-81.30899810791016,28.429399490356445
92,78,SYR,RSW,1,-76.1063003540039,43.11119842529297,-81.75520324707031,26.53619956970215
92,93,SYR,TPA,1,-76.1063003540039,43.11119842529297,-82.533203,27.9755
93,3,TPA,ATL,4,-82.533203,27.9755,-84.428101,33.6367
93,14,TPA,BUF,4,-82.533203,27.9755,-78.732201,42.940498
93,19,TPA,CLE,4,-82.533203,27.9755,-81.8498,41.411701
93,23,TPA,CVG,4,-82.533203,27.9755,-84.667801,39.048801
93,25,TPA,DEN,3,-82.533203,27.9755,-104.672996521,39.861698150635
93,30,TPA,EWR,4,-82.533203,27.9755,-74.168701,40.692501
93,37,TPA,GRR,4,-82.533203,27.9755,-85.52279663,42.88079834
93,45,TPA,ISP,4,-82.533203,27.9755,-73.10019684,40.79520035
93,47,TPA,LAS,1,-82.533203,27.9755,-115.151817,36.083361
93,56,TPA,MKE,4,-82.533203,27.9755,-87.896599,42.947201
93,59,TPA,MSP,3,-82.533203,27.9755,-93.221741,44.880081
93,65,TPA,ORD,4,-82.533203,27.9755,-87.9048,41.9786
93,69,TPA,PHL,4,-82.533203,27.9755,-75.241096,39.871899
93,74,TPA,PVD,4,-82.533203,27.9755,-71.425668,41.725038
93,75,TPA,PWM,4,-82.533203,27.9755,-70.309303,43.646198
93,86,TPA,SJU,4,-82.533203,27.9755,-66.001801,18.4394
93,92,TPA,SYR,4,-82.533203,27.9755,-76.1063003540039,43.11119842529297
93,94,TPA,TTN,4,-82.533203,27.9755,-74.813499,40.276699
94,3,TTN,ATL,4,-74.813499,40.276699,-84.428101,33.6367
94,20,TTN,CLT,2,-74.813499,40.276699,-80.94309997558594,35.2140007019043
94,33,TTN,FLL,2,-74.813499,40.276699,-80.152702,26.072599
94,52,TTN,MCO,4,-74.813499,40.276699,-81.30899810791016,28.429399490356445
94,55,TTN,MIA,2,-74.813499,40.276699,-80.29060363769531,25.79319953918457
94,61,TTN,MYR,4,-74.813499,40.276699,-78.928299,33.679699
94,67,TTN,PBI,2,-74.813499,40.276699,-80.095596,26.683201
94,76,TTN,RDU,4,-74.813499,40.276699,-78.787498,35.877602
94,78,TTN,RSW,2,-74.813499,40.276699,-81.75520324707031,26.53619956970215
94,90,TTN,SRQ,3,-74.813499,40.276699,-82.554359,27.394631
94,93,TTN,TPA,2,-74.813499,40.276699,-82.533203,27.9755
95,25,TUL,DEN,2,-95.88809967041016,36.19839859008789,-104.672996521,39.861698150635
96,25,TUS,DEN,4,-110.938053,32.115004,-104.672996521,39.861698150635
97,25,TYR,DEN,3,-95.40239715576172,32.35409927368164,-104.672996521,39.861698150635
97,26,TYR,DFW,2,-95.40239715576172,32.35409927368164,-97.038002,32.896801
98,25,TYS,DEN,1,-83.994003,35.811001,-104.672996521,39.861698150635
98,52,TYS,MCO,4,-83.994003,35.811001,-81.30899810791016,28.429399490356445
99,25,XNA,DEN,3,-94.306801,36.281898,-104.672996521,39.861698150635
