"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2012 General Election","NORTHAMPTON","Representative in the General Assembly","137th Legislative District","Democratic","CAPOZZOLO, JOSEPH H","12,200","0","0","","","","","","","","",""
"2012 General Election","NORTHAMPTON","Representative in the General Assembly","138th Legislative District","Republican","HAHN, MARCIA M","20,405","0","0","","","","","","","","",""
"2012 General Election","NORTHAMPTON","Representative in the General Assembly","138th Legislative District","Democratic","ALTIERI, LESLIE M","12,046","0","0","","","","","","","","",""
"2012 General Election","NORTHAMPTON","Representative in the General Assembly","183rd Legislative District","Republican","HARHART, JULIE","9,449","0","0","","","","","","","","",""
"2012 General Election","NORTHUMBERLAND","Senator in the General Assembly","27th Senatorial District","Republican","GORDNER, JOHN R","25,960","0","0","","","","","","","","",""
"2012 General Election","NORTHUMBERLAND","Representative in the General Assembly","107th Legislative District","Republican","MASSER, KURT A","6,872","0","0","","","","","","","","",""
"2012 General Election","NORTHUMBERLAND","Representative in the General Assembly","107th Legislative District","Democratic","YEAGER, TED T","5,440","0","0","","","","","","","","",""
"2012 General Election","NORTHUMBERLAND","Representative in the General Assembly","108th Legislative District","Republican","SCHLEGEL-CULVER, LYNDA J","17,748","0","0","","","","","","","","",""
"2012 General Election","PERRY","Representative in the General Assembly","86th Legislative District","Republican","KELLER, MARK K","16,360","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","1st Senatorial District","Republican","GAMBONE, JR, ALFONSO","20,421","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","1st Senatorial District","Democratic","FARNESE, JR, LAWRENCE M","95,612","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","3rd Senatorial District","Democratic","KITCHEN, SHIRLEY M","101,151","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","5th Senatorial District","Republican","TOMLINSON, MICHAEL J","25,954","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","5th Senatorial District","Democratic","STACK, MIKE","65,587","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Senator in the General Assembly","7th Senatorial District","Democratic","HUGHES, VINCENT J","91,104","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","152nd Legislative District","Republican","MURT, THOMAS P","683","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","152nd Legislative District","Democratic","KOLLA, RONALD ADAM","716","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","154th Legislative District","Republican","SIRINIDES, MARK","78","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","154th Legislative District","Democratic","MCCARTER, STEVE","340","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","169th Legislative District","Republican","KRALLE, DAVID M","8,435","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","169th Legislative District","Democratic","NEILSON, ED","15,825","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","170th Legislative District","Democratic","BOYLE, BRENDAN F","17,267","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","172nd Legislative District","Republican","TAUBENBERGER, AL","7,961","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","172nd Legislative District","Democratic","BOYLE, KEVIN J","16,839","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","173rd Legislative District","Democratic","MCGEEHAN, MICHAEL PATRICK","16,033","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","174th Legislative District","Democratic","SABATINA, JR, JOHN P","18,230","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","175th Legislative District","Democratic","O'BRIEN, MICHAEL H","24,577","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","177th Legislative District","Republican","TAYLOR, JOHN J","12,249","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","177th Legislative District","Democratic","DUNBAR, WILLIAM F","9,336","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","179th Legislative District","Democratic","CLAY, JR, JAMES W","19,109","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","180th Legislative District","Democratic","CRUZ, ANGEL L","16,913","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","181st Legislative District","Democratic","THOMAS, W. CURTIS","25,275","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","182nd Legislative District","Democratic","SIMS, BRIAN K","28,537","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","184th Legislative District","Democratic","KELLER, WILLIAM F","19,277","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","185th Legislative District","Democratic","DONATUCCI, MARIA P","16,138","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","186th Legislative District","Democratic","HARRIS, JORDAN A","26,469","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","188th Legislative District","Republican","ADKINS, ERNEST","1,521","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","188th Legislative District","Democratic","ROEBUCK, JAMES R","22,715","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","190th Legislative District","Democratic","BROWN, VANESSA L","27,617","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","191st Legislative District","Democratic","WATERS, RONALD  G","19,636","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","192nd Legislative District","Democratic","BISHOP, LOUISE","28,149","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","194th Legislative District","Republican","BATEMAN, LINDA M. WOLFE","4,458","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","194th Legislative District","Democratic","DELISSIO, PAMELA A","15,845","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","195th Legislative District","Democratic","BROWNLEE, MICHELLE F","26,914","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","197th Legislative District","Republican","CRUM, STEVE L","1,404","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","197th Legislative District","Democratic","MIRANDA, J P","25,998","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","198th Legislative District","Democratic","YOUNGBLOOD, ROSITA C","26,517","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","200th Legislative District","Democratic","PARKER, CHERELLE LESLEY","30,035","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","201st Legislative District","Democratic","KINSEY, STEPHEN","26,486","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","202nd Legislative District","Democratic","COHEN, MARK B","21,832","0","0","","","","","","","","",""
"2012 General Election","PHILADELPHIA","Representative in the General Assembly","203rd Legislative District","Democratic","EVANS, DWIGHT","27,080","0","0","","","","","","","","",""
"2012 General Election","PIKE","Representative in the General Assembly","139th Legislative District","Republican","PEIFER, MICHAEL T","10,339","0","0","","","","","","","","",""
"2012 General Election","PIKE","Representative in the General Assembly","189th Legislative District","Republican","BROWN, ROSEMARY M","4,858","0","0","","","","","","","","",""
"2012 General Election","PIKE","Representative in the General Assembly","189th Legislative District","Democratic","FORREST, ELIZABETH  A","3,734","0","0","","","","","","","","",""
"2012 General Election","POTTER","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","6,132","0","0","","","","","","","","",""
"2012 General Election","POTTER","Representative in the General Assembly","67th Legislative District","Republican","CAUSER, MARTIN T","6,322","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Senator in the General Assembly","29th Senatorial District","Republican","ARGALL, DAVID G","30,665","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Senator in the General Assembly","29th Senatorial District","Democratic","SEIP, TIM","26,609","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Representative in the General Assembly","123rd Legislative District","Democratic","GOODMAN, NEAL P","16,854","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Representative in the General Assembly","124th Legislative District","Republican","KNOWLES, JERRY","11,135","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Representative in the General Assembly","124th Legislative District","Independent","PICCIANO, DANTE","3,699","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Representative in the General Assembly","125th Legislative District","Republican","TOBASH, MIKE G","15,416","0","0","","","","","","","","",""
"2012 General Election","SCHUYLKILL","Representative in the General Assembly","125th Legislative District","Democratic","HARMAN, VICKI","5,986","0","0","","","","","","","","",""
"2012 General Election","SNYDER","Senator in the General Assembly","27th Senatorial District","Republican","GORDNER, JOHN R","12,150","0","0","","","","","","","","",""
"2012 General Election","SNYDER","Representative in the General Assembly","82nd Legislative District","Republican","HARRIS, C ADAM","4,056","0","0","","","","","","","","",""
"2012 General Election","SNYDER","Representative in the General Assembly","85th Legislative District","Republican","KELLER, FRED","5,374","0","0","","","","","","","","",""
"2012 General Election","SNYDER","Representative in the General Assembly","85th Legislative District","Libertarian","VIKER, ERIK K","1,198","0","0","","","","","","","","",""
"2012 General Election","SNYDER","Representative in the General Assembly","108th Legislative District","Republican","SCHLEGEL-CULVER, LYNDA J","2,134","0","0","","","","","","","","",""
"2012 General Election","SOMERSET","Senator in the General Assembly","35th Senatorial District","Republican","HOUSER, TIMOTHY P","2,913","0","0","","","","","","","","",""
"2012 General Election","SOMERSET","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK, JOHN N","3,010","0","0","","","","","","","","",""
"2012 General Election","SOMERSET","Representative in the General Assembly","69th Legislative District","Republican / Democratic","METZGAR, CARL W","21,203","0","0","","","","","","","","",""
"2012 General Election","SOMERSET","Representative in the General Assembly","72nd Legislative District","Democratic","BURNS, FRANK J","9,181","0","0","","","","","","","","",""
"2012 General Election","SULLIVAN","Senator in the General Assembly","23rd Senatorial District","Republican","YAW, GENE","2,034","0","0","","","","","","","","",""
"2012 General Election","SULLIVAN","Senator in the General Assembly","23rd Senatorial District","Democratic","CLEVELAND, LUANA","835","0","0","","","","","","","","",""
"2012 General Election","SULLIVAN","Representative in the General Assembly","110th Legislative District","Republican","PICKETT, TINA L","2,460","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Senator in the General Assembly","23rd Senatorial District","Republican","YAW, GENE","6,921","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Senator in the General Assembly","23rd Senatorial District","Democratic","CLEVELAND, LUANA","3,149","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Representative in the General Assembly","110th Legislative District","Republican","PICKETT, TINA L","2,710","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Representative in the General Assembly","111th Legislative District","Republican","MAJOR, SANDRA J","9,915","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Representative in the General Assembly","111th Legislative District","Democratic","DAHLANDER, JEFFREY C","4,105","0","0","","","","","","","","",""
"2012 General Election","SUSQUEHANNA","Representative in the General Assembly","114th Legislative District","Republican / Democratic","KAVULICH, SID MICHAELS","546","0","0","","","","","","","","",""
"2012 General Election","TIOGA","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","13,656","0","0","","","","","","","","",""
"2012 General Election","TIOGA","Representative in the General Assembly","68th Legislative District","Republican / Democratic","BAKER, MATTHEW E","16,198","0","0","","","","","","","","",""
"2012 General Election","UNION","Senator in the General Assembly","23rd Senatorial District","Republican","YAW, GENE","8,842","0","0","","","","","","","","",""
"2012 General Election","UNION","Senator in the General Assembly","23rd Senatorial District","Democratic","CLEVELAND, LUANA","4,816","0","0","","","","","","","","",""
"2012 General Election","UNION","Representative in the General Assembly","85th Legislative District","Republican","KELLER, FRED","11,526","0","0","","","","","","","","",""
"2012 General Election","UNION","Representative in the General Assembly","85th Legislative District","Libertarian","VIKER, ERIK K","2,737","0","0","","","","","","","","",""
"2012 General Election","VENANGO","Senator in the General Assembly","21st Senatorial District","Republican","HUTCHINSON, SCOTT E","19,179","0","0","","","","","","","","",""
"2012 General Election","VENANGO","Representative in the General Assembly","64th Legislative District","Republican","JAMES, R LEE","18,186","0","0","","","","","","","","",""
"2012 General Election","WARREN","Senator in the General Assembly","21st Senatorial District","Republican","HUTCHINSON, SCOTT E","9,075","0","0","","","","","","","","",""
"2012 General Election","WARREN","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI, III, JOSEPH B","3,243","0","0","","","","","","","","",""
"2012 General Election","WARREN","Representative in the General Assembly","65th Legislative District","Republican","RAPP, KATHY L","14,007","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Senator in the General Assembly","37th Senatorial District","Republican","RAJA, D","7,422","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Senator in the General Assembly","37th Senatorial District","Democratic","SMITH, MATT","4,749","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","39th Legislative District","Republican","SACCONE, RICK","3,389","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","39th Legislative District","Democratic","LEVDANSKY, DAVE","2,963","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","40th Legislative District","Republican","MAHER, JOHN","10,110","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","46th Legislative District","Republican / Democratic","WHITE, JESSE J","23,122","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","48th Legislative District","Democratic","NEUMAN, BRANDON P","21,206","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","49th Legislative District","Republican","MASSAFRA, RICHARD J","8,917","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","49th Legislative District","Democratic","DALEY, II, PETER J","10,010","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","50th Legislative District","Republican","FISCHER, MARK W","726","0","0","","","","","","","","",""
"2012 General Election","WASHINGTON","Representative in the General Assembly","50th Legislative District","Democratic","SNYDER, PAM","1,707","0","0","","","","","","","","",""
"2012 General Election","WAYNE","Representative in the General Assembly","111th Legislative District","Republican","MAJOR, SANDRA J","2,197","0","0","","","","","","","","",""
"2012 General Election","WAYNE","Representative in the General Assembly","111th Legislative District","Democratic","DAHLANDER, JEFFREY C","802","0","0","","","","","","","","",""
"2012 General Election","WAYNE","Representative in the General Assembly","115th Legislative District","Republican","KANE, THERESA","4,229","0","0","","","","","","","","",""
"2012 General Election","WAYNE","Representative in the General Assembly","115th Legislative District","Democratic","FARINA, FRANK","2,470","0","0","","","","","","","","",""
"2012 General Election","WAYNE","Representative in the General Assembly","139th Legislative District","Republican","PEIFER, MICHAEL T","8,662","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Senator in the General Assembly","39th Senatorial District","Republican / Democratic","WARD, KIM L","92,984","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Senator in the General Assembly","39th Senatorial District","Independent","GAZZE, RONALD M","13,946","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Senator in the General Assembly","41st Senatorial District","Republican","WHITE, DON","18,706","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Senator in the General Assembly","45th Senatorial District","Democratic","BREWSTER, JAMES R","12,515","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","25th Legislative District","Republican","DOYLE, MIKE","3,019","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","25th Legislative District","Democratic","MARKOSEK, JOSEPH","2,457","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","52nd Legislative District","Democratic","KULA, DEBERAH","3,211","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","54th Legislative District","Republican","EVANKOVICH, ELI","16,758","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","54th Legislative District","Democratic","LEYLAND, PATRICK J","8,618","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","55th Legislative District","Republican","HAUSER, JOHN","10,453","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","55th Legislative District","Democratic","PETRARCA, JOSEPH A","13,217","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","56th Legislative District","Republican","DUNBAR, GEORGE S","17,494","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","56th Legislative District","Democratic","GEISSLER, JR, RAYMOND BUD","12,476","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","57th Legislative District","Republican","KRIEGER, TIM","17,339","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","57th Legislative District","Democratic","GALES, A J","9,576","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","58th Legislative District","Democratic","HARHAI, R TED","18,640","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","59th Legislative District","Republican","REESE, MIKE","18,678","0","0","","","","","","","","",""
"2012 General Election","WESTMORELAND","Representative in the General Assembly","59th Legislative District","Democratic","ELLENBERGER, HARRIET","7,278","0","0","","","","","","","","",""
"2012 General Election","WYOMING","Representative in the General Assembly","111th Legislative District","Republican","MAJOR, SANDRA J","5,638","0","0","","","","","","","","",""
"2012 General Election","WYOMING","Representative in the General Assembly","111th Legislative District","Democratic","DAHLANDER, JEFFREY C","2,336","0","0","","","","","","","","",""
"2012 General Election","WYOMING","Representative in the General Assembly","114th Legislative District","Republican / Democratic","KAVULICH, SID MICHAELS","426","0","0","","","","","","","","",""
"2012 General Election","WYOMING","Representative in the General Assembly","117th Legislative District","Republican / Democratic","BOBACK, KAREN","3,197","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","13th Senatorial District","Republican","SMUCKER, LLOYD K","14,117","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","13th Senatorial District","Democratic","O'BRIEN, TOM G","8,891","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","15th Senatorial District","Republican","MCNALLY, JOHN","6,344","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","15th Senatorial District","Democratic","TEPLITZ, ROB","3,450","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","31st Senatorial District","Republican / Democratic","VANCE, PATRICIA H","19,264","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","33rd Senatorial District","Republican","ALLOWAY, II, RICHARD","8,274","0","0","","","","","","","","",""
"2012 General Election","YORK","Senator in the General Assembly","33rd Senatorial District","Democratic","NEYLON, BRUCE","3,941","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","47th Legislative District","Republican","GILLESPIE, KEITH","20,236","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","47th Legislative District","Democratic","SPEED, SARAH D","13,127","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","92nd Legislative District","Republican","REGAN, MIKE","17,511","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","92nd Legislative District","Democratic","COMREY, CHARLES R","6,725","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","93rd Legislative District","Republican","MILLER, RON","23,518","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","93rd Legislative District","Democratic","SMALL, LINDA E","10,670","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","94th Legislative District","Republican","SAYLOR, STANLEY E","25,410","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","95th Legislative District","Democratic","DEPASQUALE, EUGENE A","16,804","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","95th Legislative District","YORK LIBERTARIAN PARTY","MOSER, DAVE","3,431","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","193rd Legislative District","Republican","TALLMAN, WILL F","8,470","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","193rd Legislative District","Democratic","MCNEVIN, ANTHONY","3,823","0","0","","","","","","","","",""
"2012 General Election","YORK","Representative in the General Assembly","196th Legislative District","Republican","GROVE, SETH M","26,408","0","0","","","","","","","","",""
