"","V1","V2","V3"
"1",8.36420620870151,0.240882552135511,0.271164112596099
"2",14.2953585271888,0.19069883743056,5.47147148989392e-07
"3",15.713561725304,0.027006982180035,0.526326933267971
"4",11.0556760626146,1.08872088050925,0.0173126762030312
"5",0.494811426246282,9.82850776999856,0.0148317173098406
"6",0.0303364744598914,7.62783750257764,1.31368508297211
"7",0.886959875706502,12.6957683883533,0.0239431741622984
"8",0.319995704835369,0.0126080617151784,11.427236205513
"9",0.0656455887297238,0.105529923473192,16.1436490159227
"10",0.0752026235858298,0.281978323509949,11.4490344451214
