,home,away,hometeam,awayteam
1085,17,12,7,10
1086,6,16,5,23
1087,12,12,15,11
1088,15,9,17,27
1089,11,12,18,1
1090,11,13,29,25
1091,8,12,14,24
1092,13,12,22,20
1093,12,12,2,6
1094,11,9,19,4
1095,18,13,13,21
1096,18,4,3,12
1097,15,13,30,27
1098,13,6,28,9
1099,25,7,15,11
1100,9,11,7,4
1101,11,22,29,17
1102,18,8,10,23
1103,6,17,25,5
1104,13,9,26,24
1105,12,14,14,21
1106,15,14,1,12
1107,12,18,16,2
1108,15,9,8,17
1109,15,13,24,23
1110,16,9,26,29
1111,15,21,13,19
1112,12,19,4,7
1113,13,14,14,5
1114,7,13,1,15
1115,18,8,3,27
1116,9,6,6,11
1117,7,8,22,2
1118,11,16,28,30
1119,14,12,25,21
1120,15,17,10,18
1121,7,14,9,17
1122,8,18,12,7
1123,17,7,20,11
1124,9,11,29,24
1125,11,8,8,23
1126,7,12,25,19
1127,5,9,26,18
1128,20,9,13,5
1129,13,11,30,3
1130,12,9,1,6
1131,8,10,28,16
1132,12,14,15,22
1133,11,14,21,4
1134,18,12,10,19
1135,14,10,12,17
1136,17,9,2,11
1137,13,13,20,16
1138,17,18,23,7
1139,9,7,5,14
1140,11,22,15,13
1141,10,16,21,9
1142,10,12,27,29
1143,6,12,24,18
1144,9,18,25,26
1145,14,22,17,3
1146,4,13,8,19
1147,14,13,4,5
1148,12,4,12,21
1149,12,8,23,28
1150,17,8,30,22
1151,17,9,3,29
1152,15,8,2,1
1153,17,17,6,20
1154,11,11,11,9
1155,9,11,15,13
1156,13,9,18,14
1157,21,15,10,27
1158,19,19,25,26
1159,10,6,24,8
1160,13,14,16,7
1161,7,11,19,13
1162,15,8,4,28
1163,9,8,2,29
1164,9,19,5,15
1165,11,9,18,25
1166,12,10,1,7
1167,13,16,20,30
1168,17,9,22,9
1169,11,13,26,27
1170,13,9,11,14
1171,11,13,21,24
1172,9,9,6,12
1173,10,12,17,23
1174,9,9,8,10
1175,12,15,4,28
1176,11,13,9,16
1177,10,15,22,6
1178,13,23,30,17
1179,13,8,2,18
1180,11,15,23,3
1181,7,10,5,1
1182,12,11,11,8
1183,18,14,15,25
1184,7,17,19,26
1185,15,12,29,14
1186,20,11,10,21
1187,10,13,24,27
1188,13,17,9,2
1189,15,18,12,20
1190,13,6,1,30
1191,11,6,3,28
1192,18,11,17,5
1193,21,12,19,15
1194,20,12,7,26
1195,16,12,13,14
1196,13,18,22,6
1197,10,18,23,16
1198,10,10,27,25
1199,5,15,29,21
1200,17,8,24,8
1201,13,7,4,11
1202,11,13,12,9
1203,7,15,30,16
1204,10,11,1,23
1205,15,9,3,28
1206,9,7,2,22
1207,21,20,17,15
1208,10,14,19,20
1209,18,11,7,5
1210,11,16,26,10
1211,18,9,14,24
1212,11,15,29,8
1213,13,24,27,18
1214,12,14,13,25
1215,25,11,3,1
1216,12,14,2,23
1217,10,6,6,4
1218,18,17,16,22
1219,15,19,20,12
1220,11,12,28,17
1221,14,6,30,11
1222,6,9,5,9
1223,17,15,7,27
1224,13,3,18,19
1225,12,7,21,15
1226,7,11,8,26
1227,18,10,14,29
1228,14,5,24,13
1229,9,27,25,10
