,home,away,hometeam,awayteam
990,39,37,13,28
991,40,43,9,4
992,48,49,12,11
993,44,49,22,29
994,44,41,17,2
995,50,36,15,10
996,44,42,26,20
997,43,42,23,25
998,43,42,30,1
999,42,40,16,6
1000,48,42,18,2
1001,51,44,27,8
1002,45,46,14,28
1003,42,32,13,20
1004,40,46,4,29
1005,43,43,9,12
1006,48,42,22,16
1007,50,52,1,3
1008,41,44,11,5
1009,41,39,15,7
1010,34,37,19,21
1011,46,43,10,17
1012,44,41,24,26
1013,45,42,8,2
1014,41,41,4,6
1015,41,34,23,30
1016,43,43,19,25
1017,33,36,27,21
1018,43,42,14,20
1019,48,36,9,12
1020,44,54,1,18
1021,37,43,16,29
1022,35,38,7,15
1023,40,39,11,3
1024,45,46,10,24
1025,46,50,26,17
1026,43,45,4,6
1027,44,38,30,9
1028,49,42,28,8
1029,42,40,19,14
1030,45,35,21,2
1031,48,44,27,22
1032,41,40,24,17
1033,38,42,25,20
1034,40,39,6,23
1035,49,46,16,15
1036,38,38,5,26
1037,47,34,11,14
1038,37,34,18,3
1039,49,44,27,7
1040,46,49,13,10
1041,39,47,9,8
1042,33,32,2,26
1043,47,40,28,21
1044,47,54,17,12
1045,43,43,24,22
1046,29,46,4,23
1047,47,47,1,10
1048,48,35,6,30
1049,51,46,5,18
1050,43,39,11,19
1051,39,49,27,15
1052,38,41,25,3
1053,43,40,14,7
1054,41,43,20,8
1055,42,42,13,22
1056,45,54,12,23
1057,48,39,28,18
1058,41,48,30,26
1059,45,35,5,16
1060,52,39,15,10
1061,42,42,29,3
1062,38,42,2,8
1063,42,44,21,24
1064,51,48,27,1
1065,38,38,9,16
1066,31,42,11,19
1067,43,44,17,28
1068,37,43,25,13
1069,36,41,14,22
1070,41,37,4,12
1071,38,39,23,5
1072,48,51,20,18
1073,39,44,11,10
1074,41,39,15,7
1075,46,41,29,26
1076,43,42,22,30
1077,44,37,1,9
1078,41,42,2,6
1079,45,30,19,27
1080,39,49,26,3
1081,41,39,13,21
1082,44,42,30,8
1083,45,42,16,20
1084,39,43,28,12
1085,44,50,7,10
1086,34,39,5,23
1087,45,48,15,11
1088,51,36,17,27
1089,45,45,18,1
1090,39,45,29,25
1091,39,42,14,24
1092,40,37,22,20
1093,39,42,2,6
1094,45,38,19,4
1095,47,41,13,21
1096,44,39,3,12
1097,51,51,30,27
1098,41,34,28,9
1099,57,47,15,11
1100,41,43,7,4
1101,40,55,29,17
1102,42,38,10,23
1103,37,48,25,5
1104,47,48,26,24
1105,42,40,14,21
1106,53,52,1,12
1107,38,44,16,2
1108,47,39,8,17
1109,47,34,24,23
1110,44,47,26,29
1111,39,51,13,19
1112,39,32,4,7
1113,38,47,14,5
1114,45,48,1,15
1115,52,36,3,27
1116,39,35,6,11
1117,45,37,22,2
1118,45,38,28,30
1119,39,41,25,21
1120,34,34,10,18
1121,41,45,9,17
1122,39,47,12,7
1123,50,42,20,11
1124,38,43,29,24
1125,43,43,8,23
1126,35,49,25,19
1127,39,44,26,18
1128,48,44,13,5
1129,54,45,30,3
1130,41,47,1,6
1131,45,32,28,16
1132,42,41,15,22
1133,50,52,21,4
1134,43,42,10,19
1135,53,58,12,17
1136,44,46,2,11
1137,38,35,20,16
1138,37,38,23,7
1139,45,45,5,14
1140,49,48,15,13
1141,39,40,21,9
1142,45,49,27,29
1143,40,40,24,18
1144,30,42,25,26
1145,38,51,17,3
1146,32,38,8,19
1147,35,45,4,5
1148,45,42,12,21
1149,41,42,23,28
1150,41,44,30,22
1151,42,46,3,29
1152,49,39,2,1
1153,44,49,6,20
1154,38,43,11,9
1155,43,34,15,13
1156,41,45,18,14
1157,47,42,10,27
1158,40,54,25,26
1159,37,38,24,8
1160,45,47,16,7
1161,42,42,19,13
1162,42,56,4,28
1163,38,40,2,29
1164,50,39,5,15
1165,38,43,18,25
1166,51,49,1,7
1167,46,39,20,30
1168,43,32,22,9
1169,49,52,26,27
1170,44,52,11,14
