,home,away,hometeam,awayteam
1204,131,136,1,23
1205,121,102,3,28
1206,101,84,2,22
1207,114,137,17,15
1208,113,105,19,20
1209,112,115,7,5
1210,97,119,26,10
1211,121,107,14,24
1212,118,114,29,8
1213,131,151,27,18
1214,136,125,13,25
1215,120,114,3,1
1216,105,134,2,23
1217,95,106,6,4
1218,123,110,16,22
1219,136,141,20,12
1220,121,105,28,17
1221,109,114,30,11
1222,103,81,5,9
1223,117,138,7,27
1224,113,108,18,19
1225,115,100,21,15
1226,109,95,8,26
1227,128,117,14,29
1228,114,119,24,13
1229,101,157,25,10
