originnum,destnum,indices,dist,Dmean,originlon,originlat,destlon,destlat
25,60,[258 1028 1844 2148 3036 3674 4538 4862 5692 6399 7261 7627 8480 8913 9782 10583 11405 11806 12628 13451 14146 15412 16180 16888 17750 18116 18971 19729 20530 20938 21758 22449 23324 23651 25415 26196 26977 27406 28238 29066 29915 30272 31159 31945 32557 32828 33965 34211 34637 34897 35199 35711 36202 36613 36708 37105 37275 37545 37577 37652 37896 38029 38336 38693 38875 38982 39068 39239 39571 39721 39926 40083 40340 40515 40962 41128 41636 41770 41990 42221 42432 42658],1062,3.0,-104.672996521,39.861698150635,-90.258003,29.993401
25,61,[37791 37978 38586 39172 39575 40137 40768 41352 41668 42607],1485,4.16,-104.672996521,39.861698150635,-78.928299,33.679699
25,62,[1311 2245 3836 5266 6692 8150 9435 10037 10842 11962 12735 14330 15520 17056 18380 19312 19896 21121 22654 24990 26276 27589 28397 29250 30419 31427 32977 34035 34323 34706 34990 35252 35745 36318 36542 37386 38051 38963 39932 40817 42107],495,4.56,-104.672996521,39.861698150635,-97.598248,35.393388
25,63,[85 958 1703 2040 2934 3429 4416 4686 5606 6375 7047 7598 8176 8727 9665 10470 11349 11710 12500 13213 14067 14928 15122 15978 16728 17630 18000 18824 19555 20261 20813 21639 22240 22973 23374 23934 25194 26053 26684 27119 28091 28786 29836 30074 30959 31637 32754 33420 33775 34039 34089 34175 34537 34631 34758 34778 34950 35000 35090 35190 35300 35370 35503 35684 35863 35929 36114 36293 36445 36528 36835 37164 37348 37620 37996 38124 38421 38702 38898 39384 39705 39928 40277 40662 41086 41595 41981 42383],472,4.96,-104.672996521,39.861698150635,-95.894096,41.3032
25,64,[51 1238 2266 2696 3810 4408 5087 5674 6577 7072 7536 7904 8445 8644 9191 9627 9893 10648 11183 11948 12714 13403 14491 14793 15621 16017 17211 17399 18053 18225 18856 19035 20008 20224 21017 21691 22831 23034 24730 25316 26404 26764 27476 27897 28320 28899 29256 29953 30094 30407 31000 31506 31865 32459 32793 33119 33498 33706 33927 33971 34136 34339 34414 34499 34585 34617 34736 34818 34845 34940 35042 35076 35138 35240 35298 35362 35483 35640 35829 35936 36116 36200 36406 36515 36692 37162 37337 37575 37793 37970 38133 38257 38657 38815 39043 39080 39237 39677 39719 40014 40061 40238 40723 40875 41035 41231 41410 41510 41763 41965 42123 42612 42673],819,3.0,-104.672996521,39.861698150635,-117.600998,34.056
25,65,[30 377 946 1367 1903 2258 2833 3119 3620 3933 4589 4631 4970 5509 5835 6220 6685 7308 7386 7739 8210 8622 9151 9536 10044 10453 10826 11469 12098 12356 12743 13139 13573 14048 14262 15041 15569 16088 16358 16756 17064 17799 18020 18239 18821 19246 19491 20001 20607 20663 21143 21618 21973 22288 22658 23361 23422 24017 24200 24416 24572 24890 25222 25618 26014 26252 27072 27365 27658 28149 28573 28790 29224 29959 30177 30530 30967 31403 31884 32223 32601 32761 32973 33406 33714 33760 33789 33888 34008 34132 34262 34398 34626 34723 34915 35030 35180 35283 35386 35568 35732 35954 36103 36327 36577 36678 36958 37037 37114 37297 37453 37762 37815 37922 38093 38251 38535 38687 38848 38889 39149 39348 39461 39620 39853 40003 40132 40392 40443 40506 40758 40904 40918 41055 41273 41333 41341 41493 41527 41818 41867 42048 42093 42290 42323 42434 42595 42652 42660],888,4.12,-104.672996521,39.861698150635,-87.9048,41.9786
25,66,[1086 2309 4178 5362 6900 8153 9427 11066 12240 13099 14647 15832 17375 18602 20167 21400 22550 24740 26666 27889 29248 30405 33259 41774 42128 42442],1553,3.04,-104.672996521,39.861698150635,-76.201,36.895341
25,68,[96 1283 1789 2623 2995 4115 4566 5336 5766 6813 7257 7634 8051 8484 8971 9329 9764 10187 11001 11436 12178 13037 13467 14149 14612 14981 15811 16154 16896 17342 17731 18112 18514 18981 19342 19738 20127 20247 21354 21780 22455 22854 23339 24006 24317 25034 25452 26187 26597 26987 27806 28252 28619 29071 29495 29884 30295 30756 31116 31537 31951 32542 32887 33017 33488 33646 33777 33910 34083 34467 34558 34615 34721 34887 34952 35002 35128 35216 35435 35493 35682 35810 36051 36244 36398 36760 37055 37291 37584 37854 38150 38293 38863 38929 39264 39798 39992 40550 40733 40898 41154 41163 41682 41902 42134 42239 42377 42395],991,3.0,-104.672996521,39.861698150635,-122.598,45.588699
25,69,[315 632 983 1387 1837 2184 2601 3029 3352 3693 4158 4517 4900 5309 5741 6116 6402 6853 7227 7657 8117 8536 8959 9336 9757 10226 10559 11003 11423 11762 12218 12664 13068 13459 13867 14177 14621 15009 15352 15749 16188 16539 16868 17324 17758 18171 18527 18944 19322 19685 20144 20538 20945 21361 21768 22134 22504 22868 23341 23663 23848 23995 24171 24450 24478 25004 25454 25822 26208 26579 27035 27438 27845 28281 28688 29058 29515 29905 30324 30719 31121 31527 31896 32250 32532 32836 33229 34018 34085 34516 34596 34815 34839 35111 35121 35349 35545 36002 36072 36432 36536 36764 36938 37070 37393 37525 37681 37936 38092 38233 38471 38564 38813 38959 39113 39179 39233 39560 39787 39877 40078 40139 40279 40477 40698 40921 41098 41210 41330 41647 41872 41986 42234 42609 42646],1558,1.0,-104.672996521,39.861698150635,-75.241096,39.871899
25,70,[64 125 190 423 533 714 812 846 928 1137 1225 1479 1499 1768 1909 1958 2228 2337 2436 2539 2713 2804 3064 3085 3228 3405 3426 3437 3457 3775 3955 4182 4266 4314 4573 4604 4757 4956 5094 5120 5366 5393 5434 5790 5797 6002 6122 6184 6360 6473 6655 6785 6904 6952 7075 7326 7345 7390 7589 7693 7733 7795 7906 8152 8276 8411 8460 8579 8659 8701 8788 8989 9007 9168 9292 9437 9577 9680 9710 9858 9914 10020 10260 10365 10425 10433 10767 10897 11070 11144 11153 11173 11497 11629 11834 11911 12027 12244 12361 12439 12493 12795 13005 13121 13191 13367 13536 13669 13772 13882 13947 13965 14082 14251 14379 14651 14863 15046 15140 15152 15307 15688 15792 15831 15927 15973 16259 16360 16516 16606 16675 16679 16947 17203 17231 17379 17470 17653 17783 17834 17867 18199 18280 18417 18595 18678 18874 19015 19085 19261 19424 19426 19529 19774 19859 19885 20171 20367 20421 20596 20655 20726 20974 21156 21294 21404 21498 21605 21810 21826 21898 22171 22186 22207 22510 22552 22682 22938 23079 23117 23134 23378 23609 23896 24002 24009 24187 24257 24370 24443 24490 24498 24535 24859 24948 25105 25156 25171 25508 25570 25662 25865 25915 25980 26124 26258 26441 26647 26785 26962 27085 27099 27158 27163 27491 27604 27891 27947 28030 28120 28462 28498 28727 28771 28951 29110 29166 29314 29351 29727 29748 29945 29968 30023 30181 30498 30712 30793 30849 30932 30972 31210 31334 31613 31754 31791 31980 32085 32093 32226 32397 32477 32596 32606 32618 32659 33020 33168 33258 33469 33477 33566 33715 33739 33750 33762 33787 33866 34033 34147 34209 34313 34402 34496 34591 34635 34744 34788 34856 34904 35011 35081 35172 35197 35289 35369 35399 35457 35463 35470 35478 35522 35539 35644 35647 35743 35754 35814 35891 35940 36000 36028 36029 36036 36043 36135 36145 36216 36256 36312 36313 36402 36426 36534 36581 36621 36634 36644 36646 36719 36733 36749 36912 36952 37007 37136 37166 37244 37259 37437 37491 37590 37658 37673 37754 37892 38006 38015 38069 38118 38271 38361 38448 38539 38580 38685 38794 38841 38976 39031 39072 39101 39147 39192 39306 39352 39391 39403 39596 39610 39832 39840 39898 39908 40070 40072 40142 40153 40265 40330 40419 40548 40642 40753 40782 40890 41144 41146 41230 41288 41350 41443 41589 41628 41847 41862 41910 41921 41936 42187 42225 42257 42454 42489 42634 42760],602,3.0,-104.672996521,39.861698150635,-112.005905,33.435302
25,71,[42166;;],1290,2.5,-104.672996521,39.861698150635,-80.232903,40.491501
25,72,[1309 2391 4040 5137 6575 7981 9159 9971 10948 11896 12793 14425 15653 17016 18233 19033 20017 21026 22822 24823 26293 27739 28534 29122 30478 31434 33704 33925 34294 35431 36228 36609 36796 36961 37210 37255 37535 37780 37992 38148 38529 38967 39142 39409 39974 40166 40390 40965 41303 41397 41495 42267 42644],1179,2.94,-104.672996521,39.861698150635,-87.1866,30.4734
25,73,[1477 2297 4180 5364 6902 7934 9161 10258 11068 12242 13101 14649 15834 17377 18604 19422 20169 21402 22758 24762 26668 27866 28725 29183 30791 31611 33261 33654 35772 36346 36848 37626],776,1.08,-104.672996521,39.861698150635,-116.507004,33.8297
25,76,[177 455 779 1105 1623 1881 2389 2943 3094 3475 3876 4332 4596 5004 5430 5793 6379 6666 6958 7466 7804 8409 8834 9157 9617 9969 10352 10775 11195 11531 11958 12413 12838 13405 13654 14138 14311 14723 15068 15623 16094 16412 16752 17150 17395 17857 18388 18661 19090 19434 20002 20489 20641 21287 21434 22007 22278 22692 23243 23511 23952 24112 24385 24924 25277 25527 25886 26297 26708 27178 27316 28193 28605 28850 28895 29669 30042 30403 30843 31327 31712 31795 32791 33038 33428 33672 35541 35882 36147 36369 36790 37212 37555 37660 37956 38373 38603 38700 39062 39304 39573 39703 40057 40262 40468 40829 41189 41471 41869 41987 42269 42362],1436,1.4,-104.672996521,39.861698150635,-78.787498,35.877602
25,77,[41765;;],804,2.54,-104.672996521,39.861698150635,-119.767998,39.4991
25,78,[138 548 957 1285 1640 2075 2331 2670 3199 3661 3849 4439 4676 5224 5676 5931 6156 6732 7126 7359 8037 8343 8661 9294 9595 10034 10516 10844 11223 11600 11966 12399 12927 13169 13651 14057 14551 14798 15087 15696 15949 16406 16743 17173 17481 17917 18325 18842 19116 19438 20042 20393 20688 21073 21575 21933 22257 22642 23242 23489 23856 24332 24369 24992 25328 25758 25997 26434 26938 27271 27545 27899 28433 28891 29140 29643 30031 30470 30815 31265 31687 32004 32492 32635 33068 33357 33634 38610 39673 40429 40981 41684 42389],1607,1.0,-104.672996521,39.861698150635,-81.75520324707031,26.53619956970215
25,79,[341 343 392 711 1051 1053 1095 1491 1866 1877 1886 2232 2641 2658 2819 3054 3069 3412 3748 3766 3802 4171 4579 4581 4939 4952 5374 5383 5773 5775 6127 6129 6464 6490 6891 6893 7313 7315 7703 7704 8134 8146 8573 8587 8978 8998 9419 9421 9676 9865 10262 10272 10621 10635 10833 11055 11475 11477 11730 11844 12234 12250 12674 12689 13108 13114 13520 13532 13873 13884 14227 14235 14641 14661 15048 15053 15418 15420 15838 15854 16231 16253 16602 16608 16953 16963 17366 17368 17789 17805 18179 18190 18601 18608 18997 19021 19405 19413 19761 19768 20177 20185 20585 20602 20970 20982 21393 21409 21805 21812 22161 22163 22515 22517 22932 22954 23351 23367 23522 23744 23754 23865 23893 24154 24495 24586 25093 25111 25510 25520 25867 25885 26216 26226 26418 26659 26740 27074 27457 27464 27692 27877 28295 28300 28538 28716 29096 29116 29529 29532 29758 29965 30345 30355 30378 30778 31196 31201 31236 31618 31979 31987 32292 32345 32604 32910 32912 33054 33268 33353 33445 33625 34490 34560 34683 34771 34773 34885 34948 35052 35088 35163 35204 35353 35505 35709 35865 35976 36152 36285 36447 36586 36682 36706 36837 36881 37047 37090 37329 37350 37549 37622 37664 37998 38021 38088 38126 38315 38498 38552 38659 38737 38758 38925 38988 39064 39136 39346 39420 39435 39585 39701 39760 39880 39918 40059 40182 40237 40328 40414 40530 40668 40742 40834 40888 41130 41187 41228 41314 41348 41434 41516 41652 41724 41864 41938 42082 42259 42312 42436 42456 42705 42762],853,1.0,-104.672996521,39.861698150635,-117.190002441,32.7336006165
25,80,[339 810 1875 3052 3451 4577 5771 6488 6995 7701 8416 8992 9862 10398 11467 13518 14247 16251 16940 17803 18187 19019 19759 20600 21803 22526 23365 23876 25518 26224 26733 28293 29114 29957 30071 31194 31977 32818 33919 33983 34134 34215 34315 34477 34571 34642 34754 34843 34900 35032 35152 35244 35319 35495 35599 35845 36129 36178 36456 36914 37675 38523 39437 40447 41062 41357 41845 42487],794,3.0,-104.672996521,39.861698150635,-98.469803,29.533701
25,82,[40559 41680],1024,3.26,-104.672996521,39.861698150635,-85.736,38.1744
25,83,[12 906 1625 2668 3592 4224 5498 6251 7102 7431 8341 8609 9593 10380 11168 13276 13914 14905 15929 16671 17418 17836 18645 19671 20555 21573 22335 23240 25148 26003 26803 28186 28862 29641 30249 30908 31850 32461 32763 34151 34448 34492 34562 34685 34769 34786 34881 34934 34998 35112 35159 35186 35281 35330 35551 35686 35877 35931 36123 36169 36371 36611 36780 36846 37061 37273 37604 37624 37758 37902 37944 38040 38366 38521 38598 38869 38884 39111 39140 39354 39401 39663 39845 40023 40063 40164 40213 40377 40439 40557 40622 40685 40937 40952 41101 41123 41246 41294 41376 41384 41463 41581 41719 41896 42058 42078 42200 42316 42417 42508 42665 42720],1024,1.96,-104.672996521,39.861698150635,-122.310276,47.447943
25,84,[148 243 375 642 731 781 1301 1456 1526 1750 1905 2001 2254 2625 2684 2721 3201 3346 3433 3582 3838 4091 4191 4483 4622 4823 5126 5177 5414 5641 6063 6075 6242 6348 6588 6639 7014 7081 7443 7460 7951 8026 8061 8232 8318 8802 8869 9051 9331 9352 9660 9671 10094 10221 10312 10356 10709 11008 11211 11338 11549 11641 11909 12158 12346 12576 12737 12964 13260 13334 13718 13825 13932 14140 14497 14614 14725 14927 15078 15270 15584 15744 15866 16020 16337 16535 16670 16758 17132 17303 17453 17664 17996 18063 18441 18522 18766 18851 19066 19379 19586 19614 20051 20107 20316 20337 20638 20940 21232 21339 21568 21620 21869 22169 22196 22280 22820 22881 22959 23012 23407 23414 23989 24326 24539 24567 24815 25013 25136 25268 25649 25706 25982 26100 26466 26575 26703 26767 27106 27151 27527 27591 28064 28066 28399 28674 28758 28944 29296 29460 29645 30011 30769 31053 31559 31815 32480 32768 32925 33325 33780 33843 33969 34157 34242 34480 34520 34607 34640 34718 34813 34872 34920 35050 35109 35134 35202 35295 35347 35491 35705 35884 35927 36156 36174 36428 36504 36694 36737 36887 36967 37155 37161 37375 37537 37573 37640 37684 37951 38019 38081 38346 38351 38437 38443 38642 38762 38852 38969 39115 39127 39217 39302 39400 39477 39647 39709 39817 39976 40094 40121 40191 40229 40326 40498 40599 40745 40770 40886 40914 41091 41150 41244 41262 41359 41405 41514 41827 41894 41924 41959 42168 42314 42506 42533 42627 42663],967,3.0,-104.672996521,39.861698150635,-122.374821,37.619806
25,85,[667 1264 2577 4138 5346 6637 8074 9058 10017 10963 12220 13057 13796 14610 15523 16514 17340 18512 19340 20125 21352 22104 22852 25032 25832 26595 27804 28642 29502 30528 31580 33198],948,2.12,-104.672996521,39.861698150635,-121.929188,37.362452
25,87,[179 359 582 719 953 1064 1220 1485 1628 1632 1883 2237 2333 2639 2667 2945 3090 3226 3645 3759 3813 4177 4232 4322 4598 4961 5083 5361 5549 5786 5874 6141 6152 6484 6539 6910 7065 7098 7481 7689 7793 8140 8370 8593 8612 8994 9047 9414 9619 9852 9891 10039 10486 10631 10800 11059 11077 11285 11684 11839 11856 11997 12515 12693 12805 13112 13407 13530 13646 13893 14053 14249 14487 14655 14676 14861 15070 15433 15440 15848 16096 16247 16281 16597 16770 16942 17227 17389 17505 17578 17859 18184 18221 18606 18777 19009 19221 19411 19542 19628 20004 20183 20243 20491 20772 20980 21228 21391 21436 21823 21925 22177 22382 22528 22827 22948 23077 23099 23513 23749 24066 24124 24361 24556 24671 24755 25099 25279 25526 25721 25877 25993 26241 26400 26664 26691 26735 27318 27462 27781 27896 28195 28290 28368 28721 28804 29120 29261 29530 29553 29665 30027 30358 30539 30790 30845 31185 31405 31601 31998 32171 32448 32467 32649 32905 33104 33252 33363 33427 33695 33876 33960 34108 34213 34321 34428 34514 34605 34620 34752 34784 34860 34906 35013 35098 35168 35174 35317 35433 35549 35680 35875 35992 36085 36242 36367 36582 36782 36824 36950 36963 37153 37215 37289 37382 37439 37588 37756 37782 37858 38017 38047 38102 38297 38357 38489 38531 38715 38850 39010 39025 39268 39362 39523 39544 39802 39847 39882 39961 40227 40478 40942 40997 41407 41459 41686 41745 41866 41933 41996 42063 42109 42145 42286 42368 42444 42458 42647 42686],391,4.5,-104.672996521,39.861698150635,-111.979866,40.78886
25,88,[472 1183 2295 3142 4012 4992 5927 6728 7458 7976 8181 8818 9149 9241 9965 10700 11945 12974 13566 14409 15486 16408 17075 18289 19200 19894 21052 22041 22638 24855 25702 26328 27600 28429 29211 30630 31493 32987 33627 36907 37359 37725 38104 38439 38651 39003 39185 39396 39562 39916 40145 40296 40706 40932 41106 41534 41953 42138 42399],909,3.28,-104.672996521,39.861698150635,-121.591003,38.6954
25,89,[406 733 1174 1524 2022 2427 2718 3100 3469 4005 4219 4755 5222 5418 5876 6371 6590 6932 7594 7847 8211 8607 9081 9674 10071 10322 10955 11084 11533 11952 12271 12387 12996 13206 13576 14080 14549 14791 15256 15670 15882 16482 16754 16972 17658 18051 18344 18719 19208 19485 20080 20245 20643 21201 21577 21931 22412 22532 23032 23430 24883 25121 25776 25955 26459 26762 27220 27886 28018 28536 29124 29809 30069 30480 30854 31436 32444 32816 33179 33931 33996 36820 37147 37283 37475 37919 38181 38238 38732 39047 39344 39696 39900 40421 40813 41010 41743 42210 42473],846,1.32,-104.672996521,39.861698150635,-117.867996,33.675701
25,91,[245 828 1543 1892 2734 3563 4279 4842 5423 6230 7144 7336 8385 8760 9496 10423 11209 11526 12381 13218 14018 14938 15204 15860 16720 17573 17823 18865 19648 20488 20867 21451 22284 22989 23448 24122 25146 25899 26923 27254 27978 28743 29737 29974 31065 31627 32293 32734 33355 33848 34027 34182 34325 34510 34609 34702 34799 34891 34980 35102 35220 35255 35334 35721 35798 35995 36291 36472 36497 36842 37049 37353 37615 38023 38049 38426 38760 38904 39459 39762 39894 40578 40909 41142 41722 42091 42360],770,4.9,-104.672996521,39.861698150635,-90.370003,38.748697
25,92,[41696 42185],1492,2.92,-104.672996521,39.861698150635,-76.1063003540039,43.11119842529297
25,93,[102 269 453 866 1021 1130 1694 1857 1965 2193 2282 2671 3024 3230 3442 3667 3845 4252 4492 4725 4936 5039 5482 5736 5980 6265 6449 6649 7018 7219 7337 7643 7974 8365 8512 8738 8882 9012 9696 9784 10273 10373 10554 10758 11128 11396 11662 11794 12059 12479 12607 12797 13157 13454 13652 13924 14151 14423 14818 14987 15164 15382 15535 15869 16164 16423 16631 16914 17142 17610 17766 17975 18143 18462 18626 18983 19051 19502 19688 20015 20460 20543 20872 20887 21113 21543 21773 21987 22227 22457 22563 23061 23274 23465 23720 24041 24077 24309 24410 24428 24557 24565 24705 25137 25428 25619 25999 26189 26495 26675 27008 27146 27311 27381 27912 28276 28454 28797 29007 29272 29606 29926 30142 30319 30561 30828 31168 31321 31743 31953 32009 32584 32748 32893 33090 33407 33532 33569 35350 35696 35974 36276 36560 36879 37059 37380 37547 37750 37771 37942 38045 38487 38582 38806 38927 39527 39617 39723 39869 40344 40546 40709 40832 41037 41373 41612 41717 41957 42147 42461 42618],1506,2.98,-104.672996521,39.861698150635,-82.533203,27.9755
25,95,[42126;;],541,2.52,-104.672996521,39.861698150635,-95.88809967041016,36.19839859008789
25,96,[618 1088 2393 3257 4042 5139 5987 6560 7797 9009 9973 10950 11898 12717 13696 14427 15655 16410 17018 18235 19225 20019 21028 21998 22824 24759 25725 26295 27741 28372 29265 30543 31409 33108 34694 34978 35250 35741 36310 36676 37035 37832 38631 39658 40355 41626 42531],639,2.02,-104.672996521,39.861698150635,-110.938053,32.115004
25,97,[17 1776 3057 4228 5788 6956 8577 9489 11283 13268 15044 16240 17786 19013 20206 21808 22957 25506 27088 28034 29949 31197],732,1.74,-104.672996521,39.861698150635,-95.40239715576172,32.35409927368164
25,98,[1481 2654 4173 5379 6906 8142 9415 10256 11057 12246 12739 14657 15850 17380 18597 19062 19906 21013 22950 25107 26655 27884 28706 29544 30786 31597 33248 33558 40637 41395 41792 41922 42475],1162,3.86,-104.672996521,39.861698150635,-83.994003,35.811001
25,99,[612 1314 2284 3075 3878 5041 5795 6651 7770 9237 10137 10794 11960 12799 13656 14415 15537 16414 17234 18464 19028 21289 21867 22771 24707 25774 26372 27631 28370 29263 30541 31407 33106 33712 34430 35838 36436 36747 37447 38309 39213 40873 42121],616,5.46,-104.672996521,39.861698150635,-94.306801,36.281898
26,25,[244 391 718 765 1134 1490 1527 2021 2488 2638 2712 3197 3409 3499 3833 4170 4189 4738 4991 5360 5443 5959 6126 6241 6689 6890 7132 7588 7946 7984 8309 8646 9186 9240 9537 10068 10271 10392 10799 11054 11081 11525 11855 11996 12546 12872 13107 13163 13637 13892 14024 14316 14327 14862 15195 15485 15847 15947 16334 16605 16761 16969 17365 17652 17979 18407 18843 19309 19410 19585 19842 20182 20265 20646 21227 21408 21698 21866 22176 22308 22529 22947 23075 23573 23933 24256 24562 24575 24674 24724 24871 25134 25587 25876 25954 26273 26663 26806 27156 27586 27895 28119 28367 28720 28785 29260 29528 29808 30068 30538 30777 30853 31424 31617 31636 32170 32443 32815 33103 33267 33381 33578 33645 33756 33804 33918 34030 34078 34185 34328 34401 34513 34588 34612 34766 34802 34854 34913 35035 35105 35137 35196 35274 35365 35580 35639 35804 35957 36107 36288 36464 36589 36681 36923 37077 37343 37470 37713 37975 38184 38221 38470 38656 38854 39042 39118 39197 39351 39408 39676 39740 40013 40097 40170 40281 40444 40471 40661 40744 40868 40906 41050 41085 41218 41322 41332 41402 41513 41558 41740 41773 41876 41926 42043 42097 42224 42348 42382 42590 42629 42698],641,3.0,-97.038002,32.896801,-104.672996521,39.861698150635
26,47,[302 1812 2153 3023 4374 4715 5503 6986 8520 8952 9846 10547 11778 12559 13273 14829 15163 16064 17773 18091 18914 20562 20910 21717 23335 23733 25217 26760 27182 28227 28768 29823 30141 31041 31731 36932 37336 37707 38065 38411 38922 39434 39970 40616 41003],1055,1.06,-97.038002,32.896801,-115.151817,36.083361
26,52,[329 999 1797 2165 2981 3727 4561 4915 5726 6456 7240 8547 8905 9791 10617 11456 11810 12641 13485 14161 15029 15333 16143 16883 17687 18137 18962 19638 20497 20929 21711 22488 23329 23687 24075 24625 25466 26143 27029 27388 28243 29019 29908 30316 31100 31921 32553 32852 37597 37909 38371 38812 39368 39813 40207 42601],985,1.0,-97.038002,32.896801,-81.30899810791016,28.429399490356445
26,69,[209 807 1649 1982 2888 3474 4476 4694 5387 6340 7064 7418 8228 8863 9663 10448 11586 12407 13394 13931 14913 15173 15965 17440 17820 18757 20397 20741 21541 23023 23604 25118 26873 27359 28013 28906 29561 29981 30826 31769 32622 33309],1303,3.14,-97.038002,32.896801,-75.241096,39.871899
26,97,[35802 36462 37075 37973],102,3.06,-97.038002,32.896801,-95.40239715576172,32.35409927368164
27,25,[562 1300 1897 2492 3207 3865 4639 5009 5910 6558 8036 8639 9280 10043 10708 11599 12083 12454 12876 13572 14530 15077 15701 16421 17131 18062 18324 19025 20041 20717 21148 21922 22577 23413 23813 24739 25617 26465 27171 27610 28336 29318 30041 30431 31423 32002 32628 33027 33901 34222 34362 34527 34565 34726 34805 34852 35019 35071 35148 35280 35444 35521 35808 35916 36134 36471 36604 36773 37073 37243 37560 37991 38068 38350 38666 38823 39030 39262 39557 39716 39897 40352 40714 40785 41054 41462 42047 42594],589,2.98,-93.663101,41.534,-104.672996521,39.861698150635
27,52,[493 1126 2490 3210 3945 5007 6008 6760 7711 9297 10075 10691 12081 12874 13570 14297 15626 16419 17030 18391 19170 19949 21178 22009 22793 23811 24927 25564 26511 27608 28334 29316 30395 31267 32000 33133],1141,3.18,-93.663101,41.534,-81.30899810791016,28.429399490356445
27,70,[441 1192 2510 3247 3940 5206 5963 6584 7841 9283 9976 10682 11955 12878 13792 14339 15589 16471 17205 18365 19141 19796 21185 22060 22540 24936 25740 26279 27549 28423 29280 30657 31459 32184],1149,1.0,-93.663101,41.534,-112.005905,33.435302
28,25,[40231 40761 41153 41206 41431 41482 41830 42041 42394 42743],1123,2.4,-83.353786,42.21377,-104.672996521,39.861698150635
28,47,[164 390 773 1327 1497 1975 2443 2726 3104 3580 4023 4433 4766 5169 5428 6013 6351 6594 7152 7410 7716 8292 8685 9312 9511 9949 10509 10672 11216 11672 12070 12360 12869 13321 13615 14136 14519 14824 15119 15473 15952 16521 16799 17156 17616 18072 18471 18894 19195 19656 19822 20303 20755 21004 21645 22038 22254 22767 23105 23462 24703 25335 25767 25919 26522 26941 27298 27613 27959 28595 28922 29416 29662 30109 30551 30956 31338 31690 40301 41282 41336 42195 42726],1749,1.0,-83.353786,42.21377,-115.151817,36.083361
28,52,[247 700 901 1441 1545 1951 2566 2729 3330 3481 4101 4396 4683 5356 5636 6059 6222 6862 7174 7548 8122 8362 8698 9349 9529 10241 10438 11029 11345 11542 12162 12573 13088 13131 13832 14041 14585 14940 15283 15754 15900 16318 16700 17329 17406 17884 18773 19368 19539 20138 20471 20719 21366 21624 21980 22894 23043 23529 23846 23858 24678 25009 25229 25674 26082 26563 26935 27137 27850 28057 28648 28779 29470 29686 30244 30718 30942 31567 31701 32248 32371 32800 33403 33883 34257 34474 35391 35670 35960 36236 36522 36875 37236 37785 38164 38419 38774 39034 39183 39428 39742 40050 40150 40205 40585 40653 41068 41556 41841 42535 42738],957,1.0,-83.353786,42.21377,-81.30899810791016,28.429399490356445
28,55,[57 785 1593 2915 3594 4352 4824 5614 6294 7002 7512 8284 8719 9598 10296 11109 11686 12534 13278 13972 14758 15210 15990 16835 17583 18009 18785 19532 20212 20776 21599 22401 22964 23490 23878 24440 25329 26114 26713 27327 27972 28920 29691 30059 30974 31692 32413 32641 33440],1145,1.0,-83.353786,42.21377,-80.29060363769531,25.79319953918457
28,70,[35 743 1574 1920 2862 3494 4289 4839 5590 6203 7201 7428 8272 8680 9543 10311 11136 11573 12467 13294 14090 14936 15202 15893 17489 17971 18732 19499 20313 20843 21677 22334 23139 23614 23860 24379 25403 26029 26908 27127 28005 28867 29847 30222 31073 31654 32505 32757 33337],1671,1.0,-83.353786,42.21377,-112.005905,33.435302
28,78,[554 1139 2304 3123 4050 5147 5826 6764 7822 9100 10054 10922 12074 12705 13701 14541 16353 17248 18200 19299 20057 21207 21965 22622 24286 24803 25731 26500 27472 28379 29330 30516 31366 32060 33147 33597],1084,2.86,-83.353786,42.21377,-81.75520324707031,26.53619956970215
29,25,[1115 2287 3771 4995 6684 7778 9025 10003 10654 12097 12802 14261 15540 17237 18467 19031 20000 21292 22538 24710 26351 27713 28512 29387 30393 31223 33062 33565 34354 35783 36342 36675 37468 38274 39341 40343 41639],563,1.44,-106.377998,31.807199,-104.672996521,39.861698150635
30,3,[167 445 880 1241 1560 1942 2396 2846 3180 3491 3881 4204 4788 5210 5527 5856 6270 6791 7035 7425 8000 8243 8779 9119 9568 10154 10308 10715 11133 11570 12055 12464 12953 13286 13760 14001 14268 14951 15199 15676 15999 16430 16789 17049 17413 18074 18216 18734 19047 19496 20053 20436 20840 21164 21481 22050 22295 22834 23163 23611 23802 23912 24473 24559 24827 25248 25637 26020 26323 26917 27124 27669 28125 28542 28932 29186 29853 30053 30652 30989 31447 31679 32105 32360 32657 33080 33334],746,1.0,-74.168701,40.692501,-84.428101,33.6367
30,47,[412 818 1355 1715 2004 2416 2905 3091 3542 3983 4365 4695 5225 5553 5808 6331 6568 7177 7583 7752 8390 8761 9230 9623 9941 10329 10936 11304 11646 12148 12308 12368 12829 13386 13599 13958 14332 14882 15095 15672 16100 16313 16803 17196 17431 17848 18350 18767 19082 19543 19855 20475 20831 21152 21463 22076 22246 22616 22998 23496 24603 24973 25337 25601 26015 26514 26951 27236 27642 28164 28403 28836 29126 29750 30083 30584 31026 31384 31619 32165 32328 42049 42188 42446 42736],2227,1.0,-74.168701,40.692501,-115.151817,36.083361
