dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,starnn_slice,0.25,9,-1.4606477395982196,572.9824422482573,756.8565936910634,1.03625684169407,471.2914071267375,0.8412332163535811,9.632569958,59.48385994044989,NaN,16000
