dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,starnn_mh,0.5,4,-1.5753110780261435,1248.8929461041216,1639.8800317149726,1.043792535690021,624.5939757238084,0.7829001185992546,9.217114042,135.49717844579553,0.7565372807017541,16000
