"","Anthus trivialis","Fringilla coelebs","Phylloscopus trochilus","Muscicapa striata","Ficedula hypoleuca","Carduelis spinus","Parus major","Sylvia borin","Aythya fuligula","Sterna paradisaea","Turdus philomelos","Sylvia atricapilla","Turdus iliacus","Lophophanes cristatus","Corvus corone cornix","Columba oenas","Carduelis chloris","Acrocephalus schoenobaenus","Columba palumbus","Emberiza schoeniclus","Hippolais icterina","Cyanistes caeruleus","Erithacus rubecula","Sylvia communis","Mergus merganser","Larus ridibundus","Turdus pilaris","Hirundo rustica","Emberiza citrinella","Grus grus","Motacilla alba","Larus canus","Alauda arvensis","Carpodacus erythrinus","Phoenicurus phoenicurus","Pica pica","Turdus merula","Apus apus","Luscinia luscinia","Oenanthe oenanthe","Larus argentatus","Sylvia curruca","Loxia pytyopsittacus","Cuculus canorus","Carduelis flammea","Troglodytes troglodytes","Bucephala clangula","Cygnus olor","Dryocopus martius","Regulus regulus","Phylloscopus sibilatrix","Poecile montanus","Carduelis cannabina","Sturnus vulgaris","Acrocephalus palustris","Jynx torquilla","Delichon urbicum","Vanellus vanellus","Columba livia","Dendrocopos major","Haematopus ostralegus","Corvus corax","Podiceps cristatus","Lanius collurio","Loxia curvirostra","Gavia stellata","Certhia familiaris","Anas platyrhynchos","Sterna hirundo","Tringa totanus","Scolopax rusticola","Passer domesticus","Anas crecca","Cygnus cygnus","Tetrao tetrix","Phylloscopus trochiloides","Prunella modularis","Phylloscopus collybita","Actitis hypoleucos","Lepus timidus","Picus canus","Odocoileus virginianus","Turdus viscivorus","Falco subbuteo","Ardea cinerea","Gavia arctica","Numenius arquata","Tetrastes bonasia","Garrulus glandarius","Tringa ochropus","Acrocephalus dumetorum","Saxicola rubetra","Periparus ater","Pyrrhula pyrrhula","Passer montanus","Corvus monedula","Hydrocoloeus minutus","Botaurus stellaris","Phasianus colchicus","Gallinago gallinago","Tetrao urogallus","Accipiter nisus","Tringa glareola","Aegithalos caudatus","Picoides tridactylus","Ficedula parva","Pandion haliaetus","Emberiza rustica","Tringa nebularia","Crex crex","Falco tinnunculus","Accipiter gentilis","Larus fuscus","Carduelis carduelis","Lepus europaeus","Alces alces","Capreolus capreolus","Buteo buteo","Fringilla montifringilla","Poecile cinctus","Numenius phaeopus","Anthus pratensis","Anas penelope","Bombycilla garrulus","Loxia leucoptera","Asio flammeus","Pluvialis apricaria","Anser fabalis","Motacilla flava","Perisoreus infaustus","Lagopus lagopus","Tringa erythropus","Lymnocryptes minimus","Emberiza pusilla","Calidris falcinellus","Luscinia svecica","Calcarius lapponicus"
"JX.50353",20,47,16,3,2,13,8,5,0,0,13,1,8,1,1,1,0,0,20,0,0,4,10,2,0,0,12,1,10,6,0,2,8,0,0,0,9,0,0,0,0,0,0,7,0,2,0,0,4,4,0,1,0,0,0,0,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,3,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1009661",16,63,15,2,2,13,13,6,0,0,9,4,8,2,2,2,1,0,29,0,0,2,8,3,0,0,4,0,9,1,3,1,10,0,1,0,13,0,0,0,0,2,0,3,0,4,0,0,1,3,0,0,0,0,0,0,2,8,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,3,8,0,0,0,0,3,0,0,0,2,0,1,4,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1153349",21,49,15,9,0,19,19,7,0,0,7,2,4,2,2,2,0,0,10,0,0,4,14,3,0,0,2,1,10,1,2,1,4,0,0,0,14,0,0,0,0,1,0,3,0,3,0,0,1,12,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,5,0,0,0,1,2,0,0,0,2,0,2,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1257058",15,37,17,0,0,4,7,6,0,0,14,1,11,3,0,2,0,0,10,0,0,0,7,2,0,0,2,1,5,1,1,0,12,0,0,0,14,0,0,0,0,0,0,6,0,2,0,0,4,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1602384",17,47,18,3,2,10,9,8,0,0,8,1,1,2,1,0,0,0,6,0,0,2,5,2,0,0,3,3,5,0,2,0,9,0,0,0,9,0,0,0,0,3,0,4,0,6,0,0,0,3,1,1,2,0,0,0,3,5,0,7,0,0,0,0,6,0,1,0,0,0,1,0,0,0,6,0,3,3,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026606",6,2,35,5,1,1,2,0,0,0,3,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,9,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,22,0,0,1,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0
"JX.1026607",10,9,60,7,0,4,1,0,0,0,22,0,14,0,0,0,4,0,0,4,0,0,1,0,0,0,2,0,0,3,0,0,0,0,5,0,0,1,0,0,0,1,0,6,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,1,2,0,1,0,0,0,2,24,5,2,1,0,0,2,0,0
"JX.1008258",14,10,53,1,0,8,2,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,41,0,0,2,0,0,0,0,1,3,16,0,0,1,0,1,0,0,0
"JX.1026610",6,9,41,0,3,13,2,0,0,0,6,0,7,0,2,0,2,0,1,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,26,4,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"JX.1026612",0,5,79,2,0,8,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,2,1,0,0,2,0,6,1,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,3,4,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0
"JX.1026615",9,6,34,2,0,12,3,0,0,0,6,0,4,0,0,0,1,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"JX.1026617",22,14,62,0,0,13,2,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,8,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
"JX.57231",13,14,30,0,3,13,2,0,0,0,5,0,4,0,3,0,0,0,1,2,0,1,0,1,0,0,6,0,3,0,1,0,0,1,5,4,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
"JX.1012854",15,16,52,2,2,19,2,0,0,0,9,0,28,0,2,0,0,0,3,1,0,0,1,0,0,0,4,0,2,1,1,0,0,0,6,2,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,4,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0
"JX.1255673",10,19,37,0,0,21,5,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,5,1,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"JX.1026621",6,0,43,3,0,4,0,0,0,0,4,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,4,0,0,0,0,24,0,1,0,3,0,6,0,0
"JX.1026623",8,2,51,2,0,0,1,0,0,0,8,0,13,0,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,1,1,14,0,2,0,0,0,0,21,0,0,0,0,6,7,0,0
"JX.1026625",7,0,51,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,24,0,1,0,1,1,7,0,0
"JX.1026628",6,4,24,2,0,1,0,0,0,0,4,0,3,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0,0,0,0,1,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,24,0,0,13,0,2,0,0,0,7,6,0,0,0,1,0,4,0,0
"JX.56740",2,3,27,0,0,1,0,0,0,0,4,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,0,0,0,0,0,2,0,0,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,12,0,0,9,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0
"JX.1011425",8,3,35,0,0,6,1,0,0,0,5,0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,29,0,0,9,0,2,1,0,0,1,15,0,4,0,0,0,0,0,0
"JX.1266438",9,2,23,2,0,1,0,0,0,0,3,0,2,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0
"JX.1026635",9,7,40,1,0,15,2,0,0,0,14,0,13,0,1,0,0,0,1,4,0,0,1,0,0,0,2,0,1,2,1,0,0,0,14,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
"JX.1026637",13,0,50,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0
"JX.1026639",10,21,34,1,0,12,3,0,0,0,7,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
"JX.1018833",4,8,39,0,0,12,3,0,0,0,2,0,15,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"JX.1151903",7,9,17,3,0,17,5,0,0,0,5,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,1,0,0,0,9,1,0,0,0,3,0,0,0
"JX.1394813",14,6,33,0,0,18,0,0,0,0,1,0,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0
"JX.1596272",8,6,20,4,2,17,3,0,0,0,8,0,14,0,3,0,2,0,2,1,0,0,0,0,0,0,4,0,4,1,1,0,0,0,7,1,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0
"JX.1026645",4,0,17,1,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,1,0,0,0,0,12,0,0,0,1,5,0,1,0
"JX.1026647",8,1,29,2,0,3,1,0,0,0,4,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,1,0,2,1,0,8,2,1,1,2,5,0,0,0
"JX.1026649",2,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,1,0,0,8,0,0,0,0,4,0,0,0
"JX.1026651",6,0,21,1,0,2,3,0,0,0,3,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,5,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,16,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0
"JX.1011835",9,2,34,0,0,11,0,0,0,0,1,0,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,26,0,0,9,0,2,0,0,0,0,19,0,1,0,2,2,0,0,0
"JX.1246402",7,1,34,3,1,2,0,0,0,0,2,0,13,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,17,0,2,12,0,0,0,0,0,0,19,0,0,0,2,3,2,0,0
"JX.1026663",4,5,24,0,1,0,1,0,0,0,6,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,7,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,1,2,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0
"JX.1026665",6,6,39,0,0,5,0,0,0,0,2,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,6,0,4,0,0,0,0,2,0,1,1,4,0,2,0,0
"JX.1026667",11,10,29,1,0,6,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,10,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,34,0,1,4,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0
"JX.1018828",10,3,48,1,0,8,3,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34,0,2,5,0,2,0,0,0,0,3,0,2,2,1,0,1,0,0
"JX.1268289",14,0,45,2,0,2,1,0,0,0,9,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0
"JX.1026676",8,0,37,1,0,11,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0
"JX.1026679",5,0,28,5,1,13,5,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0
"JX.1026681",17,2,41,1,0,10,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"JX.51079",17,4,32,0,0,4,0,0,0,0,6,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,2,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0
"JX.1016791",12,3,44,3,0,12,1,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,1,0,2,5,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0
