dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,poisson,0.05,3,-1.0650897991817547,2686.1822103730556,4734.872193167497,1.09279742445429,161.8107300343732,0.7882177195078387,2.595848542,1034.7992831289982,NaN,16000
