dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
SparseCMP,medpois,0.25,1,-0.9762393929459035,698.3587737174144,1385.3243134301833,1.0353916501356428,495.3932160391406,0.9772167471518204,19.867940958,35.15003266789024,NaN,16000
