dataset,model,ac,seed,inforate,essmu_bulk,essmu_tail,rhat_max,essll_bulk,cosine,time_s,ess_per_s,accept,iters
CMP,starnn_slice,0.01,6,-1.8209628925443793,101.56034248600295,232.13061754334103,1.634419209427443,92.99972387414957,0.7110021157611303,23.863787,4.255835106389567,NaN,48000
